Mpha_RNA1086_R9	gene_0
Mpha_RNA6555_R1	gene_538
Aech_RNA12370_R0	gene_539
Cbir_RNA6925_R1	gene_540
Mpha_RNA665_R0	gene_541
Lhum_RNA17290_R0	gene_541
Amel_RNA25146_R0	gene_541
Mpha_RNA666_R0	gene_542
Cbir_RNA11512_R0	gene_542
Cbir_RNA11513_R0	gene_542
Mpha_RNA667_R0	gene_543
Mpha_RNA668_R0	gene_544
Sinv_RNA11371_R1	gene_544
Sinv_RNA14804_R1	gene_544
Mpha_RNA669_R0	gene_545
Mpha_RNA670_R0	gene_546
Mpha_RNA671_R0	gene_546
Cbir_RNA20822_R0	gene_547
Mpha_RNA679_R0	gene_548
Mpha_RNA9867_R2	gene_548
Sinv_RNA17306_R3	gene_548
Sinv_RNA15453_R0	gene_548
Mpha_RNA22562_R6	gene_548
Sinv_RNA2252_R1	gene_548
Sinv_RNA14376_R6	gene_548
Dqua_RNA23024_R6	gene_548
Dqua_RNA23456_R7	gene_548
Mpha_RNA681_R0	gene_549
Sinv_RNA2252_R5	gene_549
Dqua_RNA23456_R3	gene_549
Mpha_RNA682_R0	gene_550
Sinv_RNA2611_R0	gene_550
Aech_RNA1848_R0	gene_550
Mpha_RNA685_R0	gene_551
Mpha_RNA688_R0	gene_552
Aech_RNA2734_R0	gene_552
Aech_RNA2733_R0	gene_552
Aech_RNA2751_R0	gene_553
Mpha_RNA686_R0	gene_554
Mpha_RNA687_R0	gene_555
Mpha_RNA689_R0	gene_556
Nvit_RNA17526_R0	gene_556
Mpha_RNA690_R0	gene_557
Sinv_RNA310_R0	gene_557
Aech_RNA20217_R0	gene_558
Lhum_RNA4094_R6	gene_559
Nvit_RNA5849_R7	gene_560
Mpha_RNA21334_R1	gene_561
Sinv_RNA19839_R1	gene_562
Mpha_RNA702_R0	gene_563
Mpha_RNA703_R0	gene_564
Mpha_RNA704_R0	gene_565
Sinv_RNA12022_R1	gene_566
Sinv_RNA6432_R1	gene_567
Mpha_RNA2620_R5	gene_568
Mpha_RNA705_R0	gene_569
Aech_RNA16724_R2	gene_570
Mpha_RNA709_R0	gene_571
Sinv_RNA11187_R0	gene_571
Nvit_RNA18949_R0	gene_571
Mpha_RNA710_R0	gene_572
Aech_RNA8436_R0	gene_573
Dqua_RNA20766_R0	gene_573
Amel_RNA136_R0	gene_573
Mpha_RNA711_R0	gene_574
Aech_RNA8430_R0	gene_574
Mpha_RNA713_R0	gene_574
Mpha_RNA715_R0	gene_574
Aech_RNA8434_R0	gene_574
Mpha_RNA716_R0	gene_574
Cbir_RNA21951_R0	gene_574
Amel_RNA132_R0	gene_574
Sinv_RNA15949_R0	gene_574
Dmel_RNA33864_R1	gene_574
Cbir_RNA18437_R8	gene_575
Mpha_RNA720_R0	gene_576
Mpha_RNA8868_R3	gene_576
Mpha_RNA8869_R5	gene_577
Mpha_RNA719_R0	gene_578
Dmel_RNA17804_R2	gene_579
Mpha_RNA2215_R1	gene_580
Nvit_RNA25612_R5	gene_581
Mpha_RNA1724_R9	gene_582
Lhum_RNA23850_R9	gene_583
Sinv_RNA14877_R0	gene_584
Cbir_RNA10734_R1	gene_585
Mpha_RNA726_R0	gene_586
Sinv_RNA18890_R7	gene_587
Mpha_RNA250_R1	gene_588
Mpha_RNA2058_R2	gene_589
Sinv_RNA12991_R2	gene_590
Mpha_RNA736_R0	gene_591
Mpha_RNA730_R0	gene_592
Mpha_RNA732_R0	gene_593
Mpha_RNA735_R0	gene_593
Cbir_RNA24863_R0	gene_593
Nvit_RNA10869_R0	gene_594
Sinv_RNA19834_R2	gene_595
Cbir_RNA10654_R0	gene_596
Nvit_RNA26227_R7	gene_597
Aech_RNA7846_R1	gene_598
Aech_RNA2994_R7	gene_599
Mpha_RNA739_R0	gene_600
Lhum_RNA7882_R0	gene_600
Aech_RNA13780_R0	gene_600
Mpha_RNA740_R0	gene_601
Amel_RNA28586_R0	gene_601
Sinv_RNA10351_R1	gene_602
Aech_RNA107_R6	gene_603
Mpha_RNA3041_R3	gene_604
Mpha_RNA17558_R1	gene_605
Mpha_RNA6170_R3	gene_606
Mpha_RNA742_R0	gene_607
Mpha_RNA745_R0	gene_608
Mpha_RNA744_R0	gene_609
Mpha_RNA746_R0	gene_610
Mpha_RNA752_R0	gene_611
Sinv_RNA17961_R0	gene_611
Cbir_RNA4534_R0	gene_611
Mpha_RNA754_R0	gene_612
Dqua_RNA21402_R0	gene_612
Mpha_RNA755_R0	gene_613
Nvit_RNA23539_R0	gene_613
Mpha_RNA753_R0	gene_614
Dmel_RNA8188_R0	gene_614
Sinv_RNA22216_R1	gene_615
Mpha_RNA757_R0	gene_616
Mpha_RNA764_R0	gene_617
Mpha_RNA759_R0	gene_618
Sinv_RNA8167_R0	gene_618
Sinv_RNA8165_R0	gene_619
Nvit_RNA20032_R0	gene_619
Sinv_RNA8164_R0	gene_620
Mpha_RNA766_R0	gene_621
Sinv_RNA18175_R9	gene_622
Dqua_RNA3997_R4	gene_623
Lhum_RNA15217_R1	gene_624
Mpha_RNA768_R0	gene_625
Mpha_RNA769_R0	gene_626
Mpha_RNA770_R0	gene_626
Nvit_RNA19730_R0	gene_627
Mpha_RNA775_R0	gene_628
Mpha_RNA773_R0	gene_628
Mpha_RNA774_R0	gene_628
Mpha_RNA777_R0	gene_629
Dqua_RNA23024_R2	gene_629
Cbir_RNA18424_R2	gene_629
Mpha_RNA781_R0	gene_630
Cbir_RNA23525_R0	gene_630
Mpha_RNA783_R0	gene_631
Mpha_RNA784_R0	gene_632
Mpha_RNA786_R0	gene_633
Mpha_RNA785_R0	gene_633
Mpha_RNA787_R0	gene_634
Mpha_RNA788_R0	gene_635
Mpha_RNA789_R0	gene_635
Mpha_RNA798_R0	gene_636
Mpha_RNA796_R0	gene_637
Mpha_RNA792_R0	gene_637
Mpha_RNA791_R0	gene_638
Mpha_RNA800_R0	gene_639
Mpha_RNA799_R0	gene_640
Mpha_RNA802_R0	gene_641
Lhum_RNA18783_R1	gene_642
Mpha_RNA804_R0	gene_643
Lhum_RNA18776_R0	gene_643
Dmel_RNA6290_R0	gene_643
Mpha_RNA805_R0	gene_644
Mpha_RNA808_R0	gene_644
Dqua_RNA19101_R0	gene_644
Amel_RNA22738_R0	gene_644
Nvit_RNA24804_R0	gene_644
Dqua_RNA19106_R0	gene_645
Mpha_RNA815_R0	gene_646
Mpha_RNA803_R0	gene_647
Dmel_RNA9063_R4	gene_647
Mpha_RNA812_R0	gene_648
Mpha_RNA816_R0	gene_649
Mpha_RNA818_R0	gene_650
Aech_RNA20355_R2	gene_651
Mpha_RNA819_R0	gene_652
Mpha_RNA820_R0	gene_653
Amel_RNA23354_R0	gene_653
Cbir_RNA8648_R1	gene_653
Mpha_RNA822_R0	gene_654
Mpha_RNA829_R0	gene_655
Sinv_RNA2488_R0	gene_655
Sinv_RNA2486_R0	gene_655
Dqua_RNA8444_R0	gene_655
Mpha_RNA835_R0	gene_656
Sinv_RNA2492_R0	gene_656
Mpha_RNA821_R0	gene_657
Nvit_RNA11682_R0	gene_657
Mpha_RNA826_R0	gene_658
Mpha_RNA825_R0	gene_658
Aech_RNA20060_R0	gene_658
Mpha_RNA827_R0	gene_659
Sinv_RNA2484_R0	gene_659
Nvit_RNA10877_R0	gene_659
Mpha_RNA831_R0	gene_660
Mpha_RNA833_R0	gene_660
Dqua_RNA8442_R0	gene_660
Dmel_RNA340_R0	gene_660
Mpha_RNA836_R0	gene_661
Dmel_RNA28496_R0	gene_661
Mpha_RNA842_R0	gene_662
Dmel_RNA3822_R0	gene_662
Mpha_RNA837_R0	gene_663
Dmel_RNA6190_R1	gene_663
Mpha_RNA839_R0	gene_664
Nvit_RNA8467_R0	gene_664
Mpha_RNA840_R0	gene_665
Mpha_RNA841_R0	gene_665
Sinv_RNA17345_R2	gene_666
Aech_RNA12867_R1	gene_667
Mpha_RNA846_R0	gene_668
Mpha_RNA847_R0	gene_669
Mpha_RNA848_R0	gene_670
Mpha_RNA850_R0	gene_671
Mpha_RNA849_R0	gene_672
Mpha_RNA851_R0	gene_673
Cbir_RNA6921_R6	gene_674
Aech_RNA4417_R8	gene_675
Aech_RNA351_R6	gene_676
Aech_RNA5787_R1	gene_677
Sinv_RNA22024_R1	gene_677
Mpha_RNA854_R0	gene_678
Mpha_RNA852_R0	gene_679
Nvit_RNA4832_R0	gene_679
Lhum_RNA5760_R0	gene_680
Mpha_RNA20354_R1	gene_681
Sinv_RNA6043_R3	gene_682
Mpha_RNA2557_R2	gene_683
Mpha_RNA855_R0	gene_684
Sinv_RNA21520_R0	gene_685
Sinv_RNA18878_R8	gene_686
Mpha_RNA858_R0	gene_687
Sinv_RNA14361_R1	gene_688
Mpha_RNA859_R0	gene_689
Mpha_RNA861_R0	gene_690
Cbir_RNA20444_R0	gene_690
Mpha_RNA862_R0	gene_691
Cbir_RNA13981_R0	gene_691
Sinv_RNA21469_R0	gene_691
Mpha_RNA863_R0	gene_692
Mpha_RNA866_R0	gene_693
Mpha_RNA865_R0	gene_694
Aech_RNA8923_R0	gene_695
Mpha_RNA869_R0	gene_696
Dmel_RNA15122_R0	gene_696
Mpha_RNA868_R0	gene_697
Aech_RNA16729_R0	gene_697
Dqua_RNA8178_R0	gene_697
Mpha_RNA870_R0	gene_698
Lhum_RNA12173_R0	gene_698
Dmel_RNA25913_R0	gene_698
Mpha_RNA871_R0	gene_699
Mpha_RNA873_R0	gene_700
Dmel_RNA30731_R0	gene_701
Sinv_RNA12129_R1	gene_701
Mpha_RNA872_R0	gene_702
Mpha_RNA874_R0	gene_703
Lhum_RNA19050_R1	gene_704
Cbir_RNA19523_R1	gene_704
Sinv_RNA21353_R0	gene_705
Mpha_RNA879_R0	gene_706
Mpha_RNA1645_R1	gene_707
Dqua_RNA5071_R4	gene_708
Aech_RNA20536_R3	gene_709
Cbir_RNA18736_R5	gene_710
Aech_RNA12024_R0	gene_711
Cbir_RNA19691_R2	gene_712
Dqua_RNA2181_R5	gene_713
Mpha_RNA882_R0	gene_714
Amel_RNA27717_R9	gene_715
Mpha_RNA883_R0	gene_716
Mpha_RNA15654_R1	gene_717
Cbir_RNA12346_R1	gene_718
Sinv_RNA19228_R0	gene_719
Mpha_RNA19809_R2	gene_720
Aech_RNA637_R3	gene_721
Mpha_RNA910_R3	gene_722
Mpha_RNA4967_R3	gene_723
Dqua_RNA3353_R5	gene_724
Amel_RNA8315_R2	gene_725
Mpha_RNA886_R0	gene_726
Cbir_RNA1048_R4	gene_727
Cbir_RNA19359_R8	gene_728
Mpha_RNA888_R0	gene_729
Sinv_RNA15455_R1	gene_730
Sinv_RNA9317_R0	gene_731
Mpha_RNA889_R0	gene_732
Sinv_RNA22045_R3	gene_732
Sinv_RNA17276_R4	gene_732
Cbir_RNA6925_R7	gene_733
Mpha_RNA890_R0	gene_734
Sinv_RNA18079_R5	gene_735
Mpha_RNA892_R0	gene_736
Lhum_RNA17704_R9	gene_737
Mpha_RNA1280_R3	gene_738
Sinv_RNA17444_R1	gene_739
Sinv_RNA9360_R0	gene_740
Mpha_RNA893_R0	gene_741
Mpha_RNA894_R0	gene_742
Cbir_RNA6997_R0	gene_743
Sinv_RNA21321_R1	gene_744
Cbir_RNA19691_R0	gene_745
Lhum_RNA4093_R7	gene_746
Cbir_RNA171_R5	gene_747
Lhum_RNA19050_R9	gene_748
Mpha_RNA895_R0	gene_749
Mpha_RNA897_R0	gene_750
Mpha_RNA896_R0	gene_751
Amel_RNA28407_R1	gene_752
Sinv_RNA21702_R3	gene_753
Mpha_RNA898_R0	gene_754
Amel_RNA21755_R0	gene_754
Mpha_RNA901_R0	gene_755
Mpha_RNA899_R0	gene_755
Nvit_RNA2787_R4	gene_755
Sinv_RNA22061_R1	gene_756
Mpha_RNA904_R0	gene_757
Cbir_RNA17052_R7	gene_758
Mpha_RNA905_R0	gene_759
Mpha_RNA5357_R2	gene_760
Mpha_RNA882_R1	gene_761
Lhum_RNA21734_R0	gene_762
Sinv_RNA21203_R1	gene_763
Aech_RNA5255_R4	gene_764
Mpha_RNA906_R0	gene_765
Mpha_RNA1794_R1	gene_765
Sinv_RNA17772_R2	gene_765
Sinv_RNA5421_R3	gene_765
Sinv_RNA4455_R0	gene_766
Lhum_RNA23867_R6	gene_767
Mpha_RNA1512_R2	gene_768
Lhum_RNA3465_R5	gene_769
Lhum_RNA783_R9	gene_770
Mpha_RNA909_R0	gene_771
Sinv_RNA20044_R4	gene_772
Dqua_RNA5071_R1	gene_773
Mpha_RNA910_R0	gene_774
Mpha_RNA19809_R1	gene_775
Mpha_RNA4031_R3	gene_776
Cbir_RNA12100_R6	gene_777
Nvit_RNA24655_R0	gene_778
Nvit_RNA24676_R0	gene_779
Sinv_RNA18635_R0	gene_780
Sinv_RNA18294_R3	gene_781
Lhum_RNA2472_R2	gene_782
Lhum_RNA102_R9	gene_783
Cbir_RNA18736_R6	gene_784
Cbir_RNA19691_R1	gene_785
Sinv_RNA18506_R6	gene_786
Mpha_RNA914_R0	gene_787
Mpha_RNA915_R0	gene_788
Aech_RNA2354_R0	gene_789
Sinv_RNA9945_R9	gene_790
Lhum_RNA19050_R4	gene_791
Mpha_RNA19626_R3	gene_792
Mpha_RNA3062_R2	gene_793
Lhum_RNA2591_R1	gene_794
Sinv_RNA21491_R2	gene_795
Mpha_RNA978_R6	gene_796
Mpha_RNA916_R0	gene_797
Mpha_RNA917_R0	gene_798
Sinv_RNA3838_R0	gene_798
Nvit_RNA14170_R0	gene_798
Mpha_RNA920_R0	gene_799
Mpha_RNA921_R0	gene_800
Sinv_RNA18320_R0	gene_801
Mpha_RNA930_R0	gene_802
Mpha_RNA929_R0	gene_802
Lhum_RNA13789_R0	gene_803
Mpha_RNA942_R0	gene_804
Mpha_RNA946_R0	gene_805
Mpha_RNA951_R0	gene_805
Cbir_RNA1418_R0	gene_805
Cbir_RNA19418_R0	gene_806
Aech_RNA21692_R0	gene_807
Mpha_RNA967_R0	gene_808
Mpha_RNA968_R0	gene_809
Mpha_RNA972_R0	gene_810
Aech_RNA21697_R0	gene_810
Lhum_RNA381_R0	gene_810
Amel_RNA4976_R0	gene_810
Mpha_RNA974_R0	gene_811
Cbir_RNA19433_R0	gene_811
Cbir_RNA19434_R0	gene_811
Dmel_RNA32470_R0	gene_811
Mpha_RNA925_R0	gene_812
Mpha_RNA927_R0	gene_813
Mpha_RNA928_R0	gene_813
Mpha_RNA934_R0	gene_814
Mpha_RNA935_R0	gene_814
Aech_RNA21676_R0	gene_814
Dmel_RNA539_R0	gene_814
Mpha_RNA938_R0	gene_815
Mpha_RNA939_R0	gene_815
Mpha_RNA954_R0	gene_816
Mpha_RNA953_R0	gene_816
Mpha_RNA955_R0	gene_816
Mpha_RNA958_R0	gene_817
Mpha_RNA959_R0	gene_818
Amel_RNA4330_R0	gene_818
Nvit_RNA12604_R0	gene_818
Mpha_RNA963_R0	gene_819
Mpha_RNA969_R0	gene_820
Lhum_RNA5780_R0	gene_820
Nvit_RNA13467_R1	gene_820
Mpha_RNA970_R0	gene_821
Mpha_RNA971_R0	gene_821
Mpha_RNA975_R0	gene_822
Sinv_RNA5989_R0	gene_822
Lhum_RNA378_R0	gene_822
Sinv_RNA5988_R0	gene_822
Aech_RNA21701_R0	gene_822
Lhum_RNA2147_R8	gene_823
Mpha_RNA1131_R3	gene_824
Sinv_RNA19839_R9	gene_825
Cbir_RNA17670_R0	gene_826
Mpha_RNA979_R0	gene_827
Sinv_RNA2668_R5	gene_827
Mpha_RNA978_R0	gene_828
Mpha_RNA14395_R3	gene_828
Mpha_RNA3166_R1	gene_828
Aech_RNA17014_R1	gene_828
Aech_RNA2570_R8	gene_828
Mpha_RNA980_R0	gene_829
Mpha_RNA7279_R3	gene_830
Mpha_RNA14395_R4	gene_831
Mpha_RNA3166_R5	gene_832
Sinv_RNA21555_R0	gene_833
Mpha_RNA6871_R5	gene_834
Sinv_RNA1745_R0	gene_835
Lhum_RNA18922_R0	gene_836
Mpha_RNA986_R0	gene_836
Mpha_RNA985_R0	gene_836
Dmel_RNA12912_R0	gene_836
Sinv_RNA21965_R2	gene_837
Nvit_RNA26011_R4	gene_838
Lhum_RNA44_R0	gene_839
Lhum_RNA8208_R0	gene_840
Cbir_RNA6938_R5	gene_841
Lhum_RNA6962_R0	gene_842
Nvit_RNA16008_R2	gene_843
Cbir_RNA23465_R8	gene_844
Mpha_RNA987_R0	gene_845
Mpha_RNA988_R0	gene_846
Lhum_RNA19085_R0	gene_847
Mpha_RNA990_R0	gene_848
Mpha_RNA4671_R6	gene_849
Cbir_RNA12100_R1	gene_850
Mpha_RNA992_R0	gene_851
Mpha_RNA994_R0	gene_852
Aech_RNA2498_R0	gene_852
Mpha_RNA995_R0	gene_853
Lhum_RNA8568_R7	gene_854
Cbir_RNA1889_R3	gene_855
Nvit_RNA18257_R9	gene_856
Lhum_RNA424_R7	gene_857
Sinv_RNA12287_R0	gene_858
Sinv_RNA19848_R4	gene_858
Cbir_RNA17610_R3	gene_858
Cbir_RNA17622_R3	gene_858
Aech_RNA12007_R8	gene_858
Dqua_RNA23127_R0	gene_859
Sinv_RNA4455_R4	gene_860
Mpha_RNA998_R0	gene_861
Mpha_RNA999_R0	gene_862
Sinv_RNA19556_R2	gene_863
Sinv_RNA21937_R0	gene_864
Cbir_RNA25029_R0	gene_865
Cbir_RNA25028_R0	gene_866
Lhum_RNA2602_R8	gene_867
Dqua_RNA1761_R8	gene_868
Sinv_RNA15241_R2	gene_869
Mpha_RNA1968_R1	gene_870
Aech_RNA7282_R8	gene_871
Mpha_RNA1003_R0	gene_872
Mpha_RNA4500_R1	gene_873
Mpha_RNA1540_R7	gene_874
Sinv_RNA631_R6	gene_875
Mpha_RNA894_R2	gene_876
Dqua_RNA20086_R2	gene_877
Lhum_RNA8210_R1	gene_878
Lhum_RNA4783_R0	gene_879
Dmel_RNA7435_R1	gene_880
Mpha_RNA1006_R0	gene_881
Mpha_RNA1007_R0	gene_882
Dqua_RNA60_R0	gene_882
Sinv_RNA1623_R0	gene_882
Lhum_RNA1352_R9	gene_883
Lhum_RNA5731_R1	gene_884
Cbir_RNA20822_R2	gene_885
Cbir_RNA18438_R5	gene_886
Cbir_RNA14125_R2	gene_887
Sinv_RNA19839_R4	gene_888
Sinv_RNA10338_R1	gene_889
Sinv_RNA11768_R8	gene_890
Mpha_RNA1027_R5	gene_891
Sinv_RNA5257_R2	gene_892
Lhum_RNA870_R2	gene_893
Sinv_RNA672_R5	gene_894
Mpha_RNA1027_R7	gene_895
Mpha_RNA1014_R0	gene_896
Mpha_RNA1012_R0	gene_896
Mpha_RNA1017_R0	gene_897
Dqua_RNA9140_R3	gene_898
Sinv_RNA9659_R6	gene_899
Aech_RNA7739_R6	gene_900
Mpha_RNA1022_R0	gene_901
Lhum_RNA6884_R0	gene_902
Sinv_RNA9913_R1	gene_903
Mpha_RNA1024_R0	gene_904
Mpha_RNA1025_R0	gene_905
Mpha_RNA1027_R0	gene_906
Mpha_RNA1028_R0	gene_907
Dmel_RNA9063_R1	gene_907
Nvit_RNA2952_R0	gene_907
Dmel_RNA13475_R3	gene_907
Sinv_RNA22024_R3	gene_908
Mpha_RNA1029_R0	gene_909
Sinv_RNA17345_R9	gene_910
Mpha_RNA1022_R1	gene_911
Mpha_RNA1030_R0	gene_912
Mpha_RNA1032_R0	gene_913
Mpha_RNA1034_R0	gene_914
Lhum_RNA22803_R1	gene_914
Mpha_RNA1035_R0	gene_915
Cbir_RNA6997_R8	gene_916
Sinv_RNA21806_R0	gene_917
Mpha_RNA1036_R0	gene_918
Amel_RNA10418_R0	gene_918
Cbir_RNA5385_R7	gene_919
Mpha_RNA1038_R0	gene_920
Mpha_RNA1039_R0	gene_921
Cbir_RNA6925_R8	gene_922
Mpha_RNA1763_R1	gene_923
Mpha_RNA1041_R0	gene_924
Mpha_RNA1042_R0	gene_925
Cbir_RNA22693_R0	gene_926
Cbir_RNA16234_R5	gene_927
Cbir_RNA24644_R3	gene_928
Mpha_RNA1044_R0	gene_929
Sinv_RNA20569_R6	gene_930
Cbir_RNA17117_R1	gene_931
Dmel_RNA9779_R2	gene_932
Mpha_RNA1045_R0	gene_933
Mpha_RNA1047_R0	gene_934
Nvit_RNA24505_R6	gene_935
Mpha_RNA1048_R0	gene_936
Mpha_RNA1050_R0	gene_937
Lhum_RNA9142_R0	gene_938
Mpha_RNA1052_R0	gene_939
Sinv_RNA18440_R0	gene_940
Mpha_RNA1053_R0	gene_941
Mpha_RNA1057_R0	gene_942
Mpha_RNA1054_R0	gene_942
Sinv_RNA20851_R0	gene_943
Mpha_RNA1061_R0	gene_944
Mpha_RNA1064_R0	gene_945
Mpha_RNA1063_R0	gene_945
Mpha_RNA2211_R2	gene_946
Mpha_RNA6986_R2	gene_947
Mpha_RNA1068_R0	gene_948
Sinv_RNA9717_R6	gene_949
Sinv_RNA18906_R0	gene_950
Sinv_RNA672_R7	gene_951
Cbir_RNA1185_R6	gene_952
Lhum_RNA8207_R1	gene_953
Cbir_RNA17073_R6	gene_954
Dqua_RNA7875_R8	gene_955
Lhum_RNA2620_R7	gene_956
Sinv_RNA18172_R4	gene_957
Sinv_RNA22045_R8	gene_958
Lhum_RNA2719_R4	gene_959
Mpha_RNA1069_R0	gene_960
Mpha_RNA1072_R0	gene_961
Mpha_RNA1073_R0	gene_962
Mpha_RNA1074_R0	gene_963
Mpha_RNA1075_R0	gene_964
Mpha_RNA1076_R0	gene_965
Mpha_RNA1078_R0	gene_966
Mpha_RNA1079_R0	gene_967
Mpha_RNA1080_R0	gene_968
Mpha_RNA1082_R0	gene_969
Sinv_RNA4749_R0	gene_969
Sinv_RNA17735_R4	gene_970
Nvit_RNA11508_R1	gene_971
Sinv_RNA18527_R5	gene_972
Mpha_RNA1399_R1	gene_973
Aech_RNA5259_R3	gene_974
Sinv_RNA10338_R4	gene_975
Sinv_RNA16445_R6	gene_976
Cbir_RNA6286_R7	gene_977
Sinv_RNA22247_R1	gene_978
Dmel_RNA2810_R0	gene_979
Mpha_RNA1084_R0	gene_980
Mpha_RNA1085_R0	gene_981
Sinv_RNA5257_R0	gene_982
Aech_RNA14746_R5	gene_983
Dmel_RNA7011_R1	gene_984
Dmel_RNA26923_R0	gene_985
Sinv_RNA4401_R2	gene_986
Mpha_RNA1086_R0	gene_987
Dqua_RNA6130_R0	gene_988
Lhum_RNA19910_R3	gene_989
Sinv_RNA5361_R1	gene_990
Mpha_RNA1087_R0	gene_991
Mpha_RNA1088_R0	gene_992
Sinv_RNA11131_R0	gene_993
Cbir_RNA2502_R2	gene_994
Cbir_RNA14399_R0	gene_995
Mpha_RNA1090_R0	gene_996
Mpha_RNA1091_R0	gene_997
Lhum_RNA9423_R0	gene_997
Dmel_RNA25784_R0	gene_997
Cbir_RNA24644_R1	gene_998
Nvit_RNA24505_R1	gene_999
Nvit_RNA25456_R6	gene_1000
Cbir_RNA22489_R6	gene_1001
Mpha_RNA1096_R0	gene_1002
Mpha_RNA1097_R0	gene_1003
Mpha_RNA2675_R1	gene_1003
Nvit_RNA2720_R2	gene_1004
Mpha_RNA1098_R0	gene_1005
Lhum_RNA21734_R1	gene_1006
Cbir_RNA1889_R5	gene_1007
Sinv_RNA11776_R2	gene_1008
Lhum_RNA20889_R1	gene_1009
Dmel_RNA9417_R7	gene_1009
Sinv_RNA11865_R3	gene_1009
Dqua_RNA22007_R1	gene_1009
Dmel_RNA19129_R5	gene_1009
Cbir_RNA171_R0	gene_1010
Dqua_RNA4011_R1	gene_1011
Sinv_RNA18897_R5	gene_1012
Sinv_RNA15455_R0	gene_1013
Sinv_RNA11768_R2	gene_1014
Mpha_RNA1039_R2	gene_1015
Lhum_RNA9789_R0	gene_1016
Sinv_RNA2316_R0	gene_1017
Mpha_RNA1107_R0	gene_1018
Aech_RNA4211_R4	gene_1019
Sinv_RNA18875_R0	gene_1020
Sinv_RNA11338_R7	gene_1021
Dmel_RNA8949_R0	gene_1022
Cbir_RNA16234_R4	gene_1023
Mpha_RNA1110_R0	gene_1024
Nvit_RNA26121_R1	gene_1025
Nvit_RNA18000_R0	gene_1026
Mpha_RNA1111_R0	gene_1027
Mpha_RNA1112_R0	gene_1028
Cbir_RNA14497_R9	gene_1029
Sinv_RNA218_R1	gene_1030
Lhum_RNA2200_R4	gene_1031
Mpha_RNA1117_R0	gene_1032
Mpha_RNA11142_R1	gene_1033
Nvit_RNA5159_R9	gene_1034
Mpha_RNA1118_R0	gene_1035
Sinv_RNA21801_R5	gene_1036
Sinv_RNA16898_R3	gene_1037
Aech_RNA5203_R9	gene_1038
Nvit_RNA5849_R0	gene_1039
Cbir_RNA18439_R9	gene_1040
Mpha_RNA4014_R5	gene_1041
Mpha_RNA1121_R0	gene_1042
Mpha_RNA1122_R0	gene_1043
Lhum_RNA5041_R2	gene_1043
Cbir_RNA21127_R5	gene_1044
Dqua_RNA17260_R5	gene_1045
Mpha_RNA1226_R2	gene_1046
Mpha_RNA1123_R0	gene_1047
Mpha_RNA1124_R0	gene_1048
Mpha_RNA1126_R0	gene_1049
Mpha_RNA1127_R0	gene_1050
Mpha_RNA4671_R5	gene_1051
Sinv_RNA20369_R5	gene_1052
Mpha_RNA1128_R0	gene_1053
Lhum_RNA44_R1	gene_1054
Cbir_RNA117_R7	gene_1055
Mpha_RNA1129_R0	gene_1056
Cbir_RNA4502_R4	gene_1057
Lhum_RNA2200_R2	gene_1058
Sinv_RNA12995_R0	gene_1059
Sinv_RNA21849_R1	gene_1060
Mpha_RNA1132_R0	gene_1061
Sinv_RNA11338_R4	gene_1062
Sinv_RNA21287_R7	gene_1063
Cbir_RNA18139_R3	gene_1064
Lhum_RNA23858_R0	gene_1065
Mpha_RNA1133_R0	gene_1066
Mpha_RNA2825_R4	gene_1067
Lhum_RNA8232_R8	gene_1068
Lhum_RNA23858_R1	gene_1069
Mpha_RNA1135_R0	gene_1070
Mpha_RNA1140_R0	gene_1071
Mpha_RNA1141_R0	gene_1071
Mpha_RNA1137_R0	gene_1072
Mpha_RNA1136_R0	gene_1072
Dqua_RNA8665_R0	gene_1072
Mpha_RNA1142_R0	gene_1073
Mpha_RNA1145_R0	gene_1074
Mpha_RNA3303_R2	gene_1075
Mpha_RNA1146_R0	gene_1076
Mpha_RNA1147_R0	gene_1076
Mpha_RNA1148_R0	gene_1076
Mpha_RNA1149_R0	gene_1077
Mpha_RNA882_R4	gene_1078
Sinv_RNA4952_R2	gene_1079
Lhum_RNA2112_R0	gene_1080
Cbir_RNA6925_R3	gene_1081
Sinv_RNA14361_R0	gene_1082
Nvit_RNA2720_R5	gene_1083
Cbir_RNA12348_R8	gene_1084
Lhum_RNA4877_R0	gene_1085
Sinv_RNA5166_R3	gene_1085
Mpha_RNA1152_R0	gene_1086
Mpha_RNA19809_R8	gene_1087
Dqua_RNA12781_R6	gene_1088
Mpha_RNA1154_R0	gene_1089
Aech_RNA6225_R0	gene_1089
Mpha_RNA1158_R0	gene_1090
Mpha_RNA882_R5	gene_1091
Mpha_RNA1159_R0	gene_1092
Mpha_RNA1160_R0	gene_1093
Sinv_RNA20263_R9	gene_1094
Mpha_RNA1161_R0	gene_1095
Mpha_RNA1163_R0	gene_1096
Mpha_RNA1164_R0	gene_1097
Mpha_RNA10876_R7	gene_1098
Sinv_RNA12961_R4	gene_1098
Mpha_RNA1166_R0	gene_1099
Sinv_RNA18898_R9	gene_1100
Mpha_RNA1167_R0	gene_1101
Mpha_RNA1170_R0	gene_1102
Amel_RNA11639_R0	gene_1102
Amel_RNA11640_R0	gene_1102
Dqua_RNA20574_R0	gene_1102
Mpha_RNA1499_R1	gene_1103
Cbir_RNA23024_R0	gene_1104
Dqua_RNA1601_R6	gene_1105
Lhum_RNA123_R3	gene_1106
