Cbir_RNA3_R0	gene_0
Cbir_RNA768_R0	gene_502
Aech_RNA19914_R0	gene_502
Cbir_RNA779_R0	gene_503
Cbir_RNA778_R0	gene_503
Cbir_RNA783_R0	gene_504
Cbir_RNA787_R0	gene_505
Cbir_RNA795_R0	gene_506
Cbir_RNA797_R0	gene_507
Cbir_RNA808_R0	gene_508
Dmel_RNA28520_R0	gene_508
Cbir_RNA816_R0	gene_509
Mpha_RNA13096_R0	gene_509
Mpha_RNA6219_R2	gene_509
Sinv_RNA1303_R6	gene_509
Nvit_RNA18903_R0	gene_510
Dmel_RNA19354_R0	gene_511
Cbir_RNA821_R0	gene_512
Nvit_RNA5667_R0	gene_512
Cbir_RNA827_R0	gene_513
Cbir_RNA828_R0	gene_514
Cbir_RNA830_R0	gene_515
Cbir_RNA833_R0	gene_516
Cbir_RNA838_R0	gene_517
Cbir_RNA842_R0	gene_518
Cbir_RNA843_R0	gene_519
Cbir_RNA845_R0	gene_520
Cbir_RNA844_R0	gene_520
Cbir_RNA848_R0	gene_521
Cbir_RNA850_R0	gene_522
Cbir_RNA852_R0	gene_523
Cbir_RNA853_R0	gene_524
Dqua_RNA11695_R0	gene_524
Cbir_RNA860_R0	gene_525
Cbir_RNA866_R0	gene_526
Cbir_RNA879_R0	gene_527
Cbir_RNA880_R0	gene_527
Nvit_RNA3198_R0	gene_527
Dmel_RNA7407_R0	gene_527
Cbir_RNA878_R0	gene_528
Cbir_RNA884_R0	gene_529
Aech_RNA2910_R0	gene_530
Cbir_RNA910_R0	gene_531
Cbir_RNA900_R0	gene_532
Cbir_RNA911_R0	gene_533
Cbir_RNA914_R0	gene_534
Cbir_RNA909_R0	gene_535
Cbir_RNA909_R1	gene_536
Sinv_RNA5795_R0	gene_537
Cbir_RNA920_R0	gene_538
Aech_RNA2935_R0	gene_539
Cbir_RNA924_R0	gene_540
Amel_RNA28242_R0	gene_540
Cbir_RNA929_R0	gene_541
Cbir_RNA932_R0	gene_542
Cbir_RNA1024_R2	gene_542
Cbir_RNA944_R0	gene_543
Cbir_RNA947_R0	gene_544
Sinv_RNA11177_R0	gene_544
Dmel_RNA11757_R0	gene_544
Cbir_RNA949_R0	gene_545
Cbir_RNA951_R0	gene_546
Lhum_RNA11465_R0	gene_547
Cbir_RNA958_R0	gene_548
Cbir_RNA957_R0	gene_548
Cbir_RNA963_R0	gene_548
Cbir_RNA960_R0	gene_548
Dmel_RNA24521_R0	gene_548
Cbir_RNA969_R0	gene_549
Cbir_RNA967_R0	gene_550
Cbir_RNA968_R0	gene_550
Cbir_RNA974_R0	gene_551
Sinv_RNA19389_R0	gene_552
Sinv_RNA19390_R0	gene_552
Cbir_RNA975_R0	gene_552
Dmel_RNA14838_R0	gene_552
Cbir_RNA978_R0	gene_553
Cbir_RNA798_R0	gene_554
Nvit_RNA2157_R0	gene_554
Lhum_RNA2751_R0	gene_555
Cbir_RNA799_R0	gene_555
Cbir_RNA800_R0	gene_555
Cbir_RNA809_R0	gene_556
Aech_RNA2266_R0	gene_556
Cbir_RNA819_R0	gene_557
Cbir_RNA820_R0	gene_558
Dqua_RNA1262_R0	gene_558
Cbir_RNA822_R0	gene_559
Lhum_RNA6401_R0	gene_560
Cbir_RNA826_R0	gene_560
Sinv_RNA3588_R0	gene_560
Nvit_RNA5669_R0	gene_560
Cbir_RNA832_R0	gene_561
Cbir_RNA837_R0	gene_562
Cbir_RNA835_R0	gene_562
Cbir_RNA847_R0	gene_563
Dqua_RNA13409_R0	gene_563
Nvit_RNA17965_R2	gene_563
Cbir_RNA849_R0	gene_564
Cbir_RNA851_R0	gene_565
Amel_RNA26624_R0	gene_565
Cbir_RNA855_R0	gene_566
Nvit_RNA19522_R0	gene_566
Cbir_RNA865_R0	gene_567
Cbir_RNA867_R0	gene_568
Cbir_RNA868_R0	gene_569
Cbir_RNA876_R0	gene_569
Cbir_RNA875_R0	gene_569
Cbir_RNA877_R0	gene_569
Dqua_RNA10571_R0	gene_569
Dqua_RNA10573_R0	gene_569
Amel_RNA26679_R0	gene_569
Cbir_RNA882_R0	gene_570
Lhum_RNA6316_R0	gene_570
Cbir_RNA890_R0	gene_571
Cbir_RNA895_R0	gene_572
Mpha_RNA19138_R0	gene_572
Cbir_RNA898_R0	gene_573
Aech_RNA2930_R0	gene_574
Lhum_RNA11418_R0	gene_574
Amel_RNA26723_R0	gene_574
Amel_RNA26724_R0	gene_574
Sinv_RNA11957_R0	gene_574
Sinv_RNA8497_R0	gene_574
Dqua_RNA20511_R0	gene_575
Cbir_RNA921_R0	gene_576
Cbir_RNA923_R0	gene_577
Dmel_RNA161_R0	gene_577
Cbir_RNA928_R0	gene_578
Cbir_RNA926_R0	gene_578
Dqua_RNA20475_R0	gene_578
Dmel_RNA10197_R0	gene_578
Cbir_RNA933_R0	gene_579
Cbir_RNA940_R0	gene_579
Cbir_RNA938_R0	gene_579
Cbir_RNA934_R0	gene_579
Lhum_RNA11445_R0	gene_579
Cbir_RNA955_R0	gene_580
Cbir_RNA966_R0	gene_581
Cbir_RNA972_R0	gene_582
Nvit_RNA17526_R0	gene_582
Cbir_RNA973_R0	gene_583
Sinv_RNA310_R0	gene_583
Cbir_RNA979_R0	gene_584
Cbir_RNA5319_R1	gene_585
Cbir_RNA11362_R1	gene_586
Cbir_RNA17052_R7	gene_587
Sinv_RNA22024_R4	gene_588
Cbir_RNA981_R0	gene_589
Sinv_RNA982_R3	gene_590
Sinv_RNA21135_R6	gene_591
Cbir_RNA11782_R1	gene_592
Lhum_RNA2441_R0	gene_593
Cbir_RNA17607_R1	gene_594
Dqua_RNA22014_R4	gene_595
Cbir_RNA984_R0	gene_596
Cbir_RNA985_R0	gene_597
Cbir_RNA992_R0	gene_598
Cbir_RNA997_R0	gene_599
Dmel_RNA13881_R0	gene_599
Cbir_RNA1000_R0	gene_600
Cbir_RNA1002_R0	gene_601
Cbir_RNA25520_R1	gene_601
Aech_RNA2726_R3	gene_602
Cbir_RNA1007_R0	gene_603
Aech_RNA557_R0	gene_604
Cbir_RNA1011_R0	gene_605
Dqua_RNA10181_R0	gene_606
Aech_RNA20722_R1	gene_607
Cbir_RNA1015_R0	gene_608
Aech_RNA16658_R0	gene_609
Cbir_RNA1017_R0	gene_609
Sinv_RNA6080_R0	gene_610
Amel_RNA1533_R0	gene_610
Amel_RNA28956_R0	gene_610
Cbir_RNA1032_R0	gene_611
Cbir_RNA1038_R0	gene_612
Dqua_RNA13000_R0	gene_612
Cbir_RNA1040_R0	gene_613
Cbir_RNA1041_R0	gene_613
Lhum_RNA5844_R0	gene_613
Amel_RNA26746_R0	gene_613
Lhum_RNA5841_R0	gene_614
Cbir_RNA1043_R0	gene_614
Cbir_RNA1057_R0	gene_615
Lhum_RNA5832_R0	gene_616
Cbir_RNA1049_R0	gene_617
Cbir_RNA1062_R0	gene_618
Nvit_RNA3357_R0	gene_618
Cbir_RNA1081_R0	gene_619
Cbir_RNA1086_R0	gene_620
Sinv_RNA5257_R1	gene_621
Cbir_RNA1095_R0	gene_622
Cbir_RNA1096_R0	gene_623
Cbir_RNA1097_R0	gene_623
Cbir_RNA1106_R0	gene_624
Cbir_RNA1108_R0	gene_625
Mpha_RNA13977_R0	gene_625
Cbir_RNA987_R0	gene_626
Cbir_RNA988_R0	gene_626
Cbir_RNA989_R0	gene_627
Aech_RNA17000_R0	gene_627
Aech_RNA17002_R0	gene_627
Dqua_RNA19696_R0	gene_627
Cbir_RNA991_R0	gene_628
Cbir_RNA996_R0	gene_629
Aech_RNA17816_R0	gene_630
Cbir_RNA1001_R0	gene_631
Cbir_RNA1006_R0	gene_632
Dqua_RNA10187_R0	gene_633
Sinv_RNA6066_R0	gene_634
Mpha_RNA2372_R0	gene_635
Dmel_RNA15112_R3	gene_636
Mpha_RNA11567_R2	gene_637
Mpha_RNA3456_R0	gene_638
Amel_RNA28394_R6	gene_639
Cbir_RNA1018_R0	gene_640
Cbir_RNA1019_R0	gene_640
Cbir_RNA1020_R0	gene_640
Cbir_RNA1024_R0	gene_641
Dqua_RNA7422_R1	gene_642
Cbir_RNA1029_R0	gene_643
Cbir_RNA1031_R0	gene_644
Mpha_RNA5339_R0	gene_644
Cbir_RNA1034_R0	gene_645
Aech_RNA16639_R0	gene_645
Sinv_RNA446_R0	gene_645
Amel_RNA9188_R4	gene_645
Cbir_RNA1033_R0	gene_646
Cbir_RNA15401_R2	gene_646
Sinv_RNA447_R0	gene_647
Lhum_RNA5850_R0	gene_647
Cbir_RNA1035_R0	gene_647
Cbir_RNA1037_R0	gene_648
Cbir_RNA1036_R0	gene_648
Lhum_RNA5847_R0	gene_648
Cbir_RNA1039_R0	gene_649
Cbir_RNA1042_R0	gene_650
Cbir_RNA1046_R0	gene_651
Dmel_RNA30797_R4	gene_652
Cbir_RNA1048_R0	gene_653
Sinv_RNA9945_R1	gene_654
Cbir_RNA1053_R0	gene_655
Cbir_RNA1058_R0	gene_656
Cbir_RNA1064_R0	gene_657
Cbir_RNA11782_R7	gene_658
Cbir_RNA1069_R0	gene_659
Cbir_RNA1066_R0	gene_660
Dmel_RNA7564_R1	gene_660
Lhum_RNA5824_R0	gene_661
Cbir_RNA1067_R0	gene_661
Cbir_RNA1070_R0	gene_662
Dmel_RNA27515_R3	gene_663
Cbir_RNA1077_R0	gene_664
Cbir_RNA1078_R0	gene_665
Cbir_RNA1080_R0	gene_666
Cbir_RNA1079_R0	gene_666
Dqua_RNA17599_R0	gene_666
Cbir_RNA1092_R0	gene_667
Cbir_RNA1099_R0	gene_668
Cbir_RNA1098_R0	gene_668
Sinv_RNA9407_R0	gene_668
Cbir_RNA1103_R0	gene_669
Sinv_RNA10072_R0	gene_669
Amel_RNA15195_R0	gene_669
Dmel_RNA17140_R0	gene_669
Cbir_RNA1109_R0	gene_670
Dmel_RNA17121_R1	gene_670
Cbir_RNA6925_R8	gene_671
Sinv_RNA21321_R3	gene_672
Sinv_RNA3852_R0	gene_673
Cbir_RNA1111_R1	gene_674
Cbir_RNA7709_R1	gene_675
Cbir_RNA1110_R0	gene_676
Cbir_RNA1111_R0	gene_677
Sinv_RNA20059_R4	gene_678
Sinv_RNA18509_R6	gene_679
Mpha_RNA20154_R0	gene_680
Cbir_RNA1116_R0	gene_681
Cbir_RNA1889_R3	gene_682
Cbir_RNA20971_R3	gene_683
Sinv_RNA3043_R2	gene_684
Cbir_RNA1118_R0	gene_685
Dqua_RNA11770_R8	gene_686
Mpha_RNA6085_R0	gene_687
Cbir_RNA10734_R2	gene_688
Cbir_RNA1136_R0	gene_689
Dqua_RNA22465_R3	gene_690
Cbir_RNA1141_R0	gene_691
Cbir_RNA1146_R0	gene_692
Cbir_RNA1145_R0	gene_692
Mpha_RNA22237_R0	gene_693
Cbir_RNA1153_R0	gene_694
Aech_RNA20355_R6	gene_695
Cbir_RNA1154_R0	gene_696
Lhum_RNA12489_R0	gene_697
Cbir_RNA1117_R0	gene_698
Sinv_RNA19997_R0	gene_699
Sinv_RNA19588_R9	gene_700
Sinv_RNA18519_R2	gene_701
Lhum_RNA444_R0	gene_702
Lhum_RNA16703_R2	gene_703
Cbir_RNA4912_R1	gene_704
Sinv_RNA17756_R0	gene_705
Sinv_RNA11568_R2	gene_706
Dmel_RNA17122_R0	gene_707
Lhum_RNA23846_R0	gene_708
Cbir_RNA17621_R6	gene_709
Cbir_RNA1148_R0	gene_710
Cbir_RNA1151_R0	gene_711
Cbir_RNA1152_R0	gene_712
Amel_RNA28674_R4	gene_713
Cbir_RNA22122_R1	gene_714
Cbir_RNA23116_R4	gene_715
Cbir_RNA19691_R8	gene_716
Cbir_RNA1158_R0	gene_717
Cbir_RNA12346_R6	gene_718
Cbir_RNA12032_R8	gene_719
Lhum_RNA4342_R5	gene_720
Cbir_RNA1157_R0	gene_721
Sinv_RNA15466_R8	gene_722
Cbir_RNA12101_R4	gene_723
Aech_RNA14458_R6	gene_724
Cbir_RNA1159_R0	gene_725
Cbir_RNA1161_R0	gene_726
Cbir_RNA1164_R0	gene_727
Cbir_RNA1163_R0	gene_728
Cbir_RNA22690_R8	gene_729
Cbir_RNA1166_R0	gene_730
Aech_RNA3048_R1	gene_731
Cbir_RNA1168_R0	gene_732
Cbir_RNA1170_R0	gene_733
Cbir_RNA7313_R1	gene_734
Cbir_RNA7314_R2	gene_735
Lhum_RNA17023_R5	gene_736
Nvit_RNA16013_R4	gene_737
Dqua_RNA10091_R9	gene_738
Lhum_RNA20224_R8	gene_739
Cbir_RNA1175_R0	gene_740
Nvit_RNA11369_R0	gene_741
Sinv_RNA21728_R2	gene_742
Cbir_RNA1184_R6	gene_743
Cbir_RNA6921_R9	gene_744
Sinv_RNA19859_R9	gene_745
Sinv_RNA21655_R0	gene_746
Sinv_RNA17445_R0	gene_747
Cbir_RNA20252_R5	gene_748
Cbir_RNA1167_R0	gene_749
Cbir_RNA18148_R3	gene_750
Cbir_RNA6274_R6	gene_751
Dqua_RNA14710_R0	gene_752
Lhum_RNA21701_R9	gene_753
Cbir_RNA1173_R0	gene_754
Cbir_RNA1172_R0	gene_755
Mpha_RNA13100_R3	gene_756
Nvit_RNA25856_R2	gene_757
Sinv_RNA672_R9	gene_758
Lhum_RNA2200_R4	gene_759
Cbir_RNA1174_R0	gene_760
Cbir_RNA1174_R2	gene_761
Mpha_RNA18400_R1	gene_762
Sinv_RNA18925_R5	gene_763
Cbir_RNA1177_R0	gene_764
Cbir_RNA1176_R0	gene_764
Cbir_RNA6921_R2	gene_765
Aech_RNA17026_R6	gene_766
Sinv_RNA19999_R3	gene_767
Cbir_RNA1186_R0	gene_768
Sinv_RNA11770_R8	gene_769
Dqua_RNA10540_R3	gene_770
Aech_RNA20355_R8	gene_771
Cbir_RNA19502_R6	gene_772
Cbir_RNA0_R4	gene_773
Cbir_RNA24044_R3	gene_774
Cbir_RNA10826_R7	gene_775
Aech_RNA10703_R0	gene_776
Lhum_RNA18982_R2	gene_777
Cbir_RNA1191_R0	gene_778
Cbir_RNA1193_R0	gene_779
Mpha_RNA23070_R7	gene_780
Dqua_RNA657_R2	gene_781
Sinv_RNA17714_R3	gene_782
Sinv_RNA21203_R6	gene_783
Cbir_RNA1178_R0	gene_784
Aech_RNA14458_R3	gene_785
Cbir_RNA1184_R0	gene_786
Cbir_RNA1180_R0	gene_787
Cbir_RNA1179_R0	gene_788
Mpha_RNA1473_R6	gene_788
Sinv_RNA22089_R1	gene_788
Cbir_RNA1185_R0	gene_789
Cbir_RNA18436_R8	gene_790
Aech_RNA9163_R5	gene_791
Mpha_RNA3829_R0	gene_792
Amel_RNA9391_R0	gene_793
Sinv_RNA18876_R0	gene_794
Nvit_RNA5765_R5	gene_795
Sinv_RNA12736_R2	gene_796
Lhum_RNA21958_R4	gene_797
Cbir_RNA11359_R7	gene_798
Cbir_RNA7815_R5	gene_799
Aech_RNA7294_R3	gene_800
Sinv_RNA11586_R9	gene_801
Cbir_RNA11369_R1	gene_802
Amel_RNA22030_R0	gene_803
Sinv_RNA17894_R0	gene_804
Cbir_RNA1203_R0	gene_805
Nvit_RNA23503_R0	gene_805
Amel_RNA22043_R1	gene_805
Cbir_RNA1207_R0	gene_806
Mpha_RNA19549_R0	gene_806
Amel_RNA14820_R0	gene_806
Cbir_RNA1212_R0	gene_807
Dqua_RNA6478_R0	gene_807
Lhum_RNA11043_R0	gene_807
Dqua_RNA6477_R0	gene_808
Aech_RNA8850_R0	gene_808
Cbir_RNA1224_R0	gene_809
Cbir_RNA1228_R0	gene_810
Lhum_RNA22855_R0	gene_810
Aech_RNA8866_R0	gene_811
Cbir_RNA1238_R0	gene_812
Nvit_RNA23500_R0	gene_812
Cbir_RNA1196_R0	gene_813
Dqua_RNA7276_R3	gene_814
Cbir_RNA1198_R0	gene_815
Sinv_RNA1157_R0	gene_816
Sinv_RNA19048_R7	gene_817
Sinv_RNA1159_R0	gene_818
Cbir_RNA1202_R0	gene_819
Aech_RNA14317_R0	gene_819
Nvit_RNA2787_R0	gene_819
Dqua_RNA16977_R0	gene_819
Amel_RNA12063_R4	gene_819
Mpha_RNA23567_R0	gene_819
Lhum_RNA440_R2	gene_819
Cbir_RNA1205_R0	gene_820
Cbir_RNA1206_R0	gene_820
Nvit_RNA10863_R0	gene_820
Mpha_RNA19554_R0	gene_821
Sinv_RNA9701_R0	gene_821
Cbir_RNA1209_R0	gene_822
Cbir_RNA1210_R0	gene_823
Cbir_RNA1211_R0	gene_823
Dmel_RNA12555_R0	gene_823
Dmel_RNA12556_R0	gene_823
Aech_RNA13261_R3	gene_824
Cbir_RNA1218_R0	gene_825
Mpha_RNA13797_R0	gene_826
Cbir_RNA1232_R0	gene_827
Cbir_RNA1240_R0	gene_828
Cbir_RNA1243_R0	gene_829
Cbir_RNA1245_R0	gene_830
Mpha_RNA6099_R7	gene_831
Sinv_RNA19792_R0	gene_832
Cbir_RNA22994_R2	gene_833
Cbir_RNA5034_R9	gene_834
Cbir_RNA7810_R1	gene_835
Cbir_RNA1441_R5	gene_836
Cbir_RNA7815_R3	gene_837
Cbir_RNA5035_R3	gene_838
Sinv_RNA21158_R2	gene_839
Lhum_RNA5820_R4	gene_840
Cbir_RNA1246_R0	gene_841
Lhum_RNA17021_R3	gene_842
Mpha_RNA10315_R1	gene_843
Cbir_RNA15703_R6	gene_844
Cbir_RNA1157_R9	gene_845
Mpha_RNA0_R0	gene_846
Lhum_RNA23846_R1	gene_847
Sinv_RNA18557_R2	gene_848
Cbir_RNA23116_R6	gene_849
Sinv_RNA17885_R6	gene_850
Amel_RNA27717_R7	gene_851
Sinv_RNA18326_R0	gene_852
Sinv_RNA17986_R7	gene_853
Aech_RNA18219_R6	gene_854
Dqua_RNA23262_R0	gene_855
Sinv_RNA8299_R2	gene_856
Cbir_RNA1249_R0	gene_857
Cbir_RNA1248_R0	gene_857
Sinv_RNA7418_R0	gene_858
Cbir_RNA1256_R0	gene_859
Cbir_RNA1258_R0	gene_860
Cbir_RNA13913_R1	gene_860
Cbir_RNA1252_R0	gene_861
Cbir_RNA1253_R0	gene_861
Cbir_RNA1257_R0	gene_862
Nvit_RNA3895_R0	gene_862
Cbir_RNA1263_R0	gene_863
Sinv_RNA7429_R0	gene_863
Cbir_RNA1271_R0	gene_864
Cbir_RNA1273_R0	gene_865
Dmel_RNA14392_R2	gene_866
Cbir_RNA1275_R0	gene_867
Cbir_RNA1281_R0	gene_868
Cbir_RNA1282_R0	gene_868
Dqua_RNA9253_R0	gene_868
Aech_RNA15840_R0	gene_868
Cbir_RNA1286_R0	gene_869
Lhum_RNA14615_R0	gene_870
Cbir_RNA1289_R0	gene_871
Cbir_RNA1290_R0	gene_871
Cbir_RNA1295_R0	gene_872
Cbir_RNA1296_R0	gene_873
Cbir_RNA1301_R0	gene_874
Cbir_RNA1302_R0	gene_875
Cbir_RNA1303_R0	gene_876
Cbir_RNA1304_R0	gene_876
Cbir_RNA1305_R0	gene_876
Sinv_RNA8430_R0	gene_876
Amel_RNA28516_R3	gene_876
Cbir_RNA1308_R0	gene_877
Nvit_RNA18467_R0	gene_877
Cbir_RNA1314_R0	gene_878
Cbir_RNA1321_R0	gene_879
Sinv_RNA8447_R0	gene_880
Cbir_RNA1329_R0	gene_881
Cbir_RNA1328_R0	gene_881
Cbir_RNA1251_R0	gene_882
Cbir_RNA1254_R0	gene_883
Cbir_RNA1261_R0	gene_884
Cbir_RNA1262_R0	gene_884
Cbir_RNA1260_R0	gene_884
Amel_RNA17681_R0	gene_884
Amel_RNA17680_R0	gene_884
Cbir_RNA1268_R0	gene_885
Lhum_RNA14632_R0	gene_885
Nvit_RNA3902_R0	gene_885
Nvit_RNA3903_R0	gene_885
Cbir_RNA1270_R0	gene_886
Cbir_RNA1274_R0	gene_887
Amel_RNA17692_R0	gene_887
Dmel_RNA1784_R0	gene_887
Cbir_RNA1278_R0	gene_888
Cbir_RNA1285_R0	gene_889
Nvit_RNA22356_R0	gene_889
Cbir_RNA1298_R0	gene_890
Lhum_RNA20694_R0	gene_890
Sinv_RNA8428_R0	gene_891
Cbir_RNA1307_R0	gene_892
Lhum_RNA20687_R0	gene_892
Nvit_RNA18468_R0	gene_892
Cbir_RNA1313_R0	gene_893
Cbir_RNA1322_R0	gene_894
Cbir_RNA1323_R0	gene_894
Cbir_RNA1330_R0	gene_895
Dmel_RNA13718_R0	gene_895
Cbir_RNA11155_R0	gene_896
Cbir_RNA11156_R2	gene_897
Cbir_RNA1335_R0	gene_898
Sinv_RNA18588_R0	gene_898
Dqua_RNA22014_R2	gene_899
Cbir_RNA1338_R0	gene_900
Cbir_RNA1344_R0	gene_901
Cbir_RNA1349_R0	gene_902
Nvit_RNA19906_R0	gene_902
Dmel_RNA34080_R0	gene_902
Cbir_RNA1356_R0	gene_903
Cbir_RNA1358_R0	gene_903
Sinv_RNA17243_R0	gene_904
Nvit_RNA21092_R0	gene_905
Cbir_RNA1364_R0	gene_906
Cbir_RNA1370_R0	gene_907
Cbir_RNA1371_R0	gene_908
Nvit_RNA16576_R0	gene_908
Dmel_RNA18255_R2	gene_908
Cbir_RNA1373_R0	gene_909
Nvit_RNA16340_R0	gene_910
Cbir_RNA1388_R0	gene_911
Cbir_RNA1385_R0	gene_911
Cbir_RNA1389_R0	gene_911
Cbir_RNA1386_R0	gene_911
Cbir_RNA1383_R0	gene_911
Cbir_RNA1384_R0	gene_911
Mpha_RNA17526_R0	gene_911
Aech_RNA21662_R0	gene_911
Mpha_RNA17528_R0	gene_911
Mpha_RNA17529_R0	gene_911
Nvit_RNA20996_R0	gene_911
Dmel_RNA32166_R0	gene_911
Cbir_RNA1392_R0	gene_912
Dmel_RNA13351_R1	gene_912
Cbir_RNA1396_R0	gene_913
Dqua_RNA8633_R3	gene_913
Aech_RNA15240_R4	gene_913
Lhum_RNA15283_R1	gene_913
Dqua_RNA20368_R1	gene_913
Lhum_RNA21852_R0	gene_913
Lhum_RNA19842_R1	gene_913
Aech_RNA15239_R4	gene_913
Aech_RNA20750_R2	gene_913
Lhum_RNA15280_R0	gene_913
Lhum_RNA15294_R0	gene_913
Cbir_RNA1399_R0	gene_914
Aech_RNA17174_R2	gene_914
Aech_RNA15240_R6	gene_914
Lhum_RNA12067_R1	gene_914
Amel_RNA13309_R3	gene_914
Dqua_RNA20368_R4	gene_914
Lhum_RNA15280_R1	gene_914
Aech_RNA20750_R5	gene_914
Aech_RNA22024_R4	gene_914
Cbir_RNA1404_R0	gene_915
Cbir_RNA1410_R0	gene_916
Cbir_RNA1413_R0	gene_917
Cbir_RNA1416_R0	gene_918
Cbir_RNA1433_R0	gene_919
Cbir_RNA1441_R0	gene_920
Cbir_RNA5034_R1	gene_921
Cbir_RNA22994_R5	gene_922
Cbir_RNA1440_R0	gene_923
Lhum_RNA646_R0	gene_924
Cbir_RNA1334_R0	gene_925
Dqua_RNA1579_R0	gene_925
Cbir_RNA1336_R0	gene_926
Aech_RNA349_R0	gene_926
Aech_RNA346_R0	gene_926
Cbir_RNA1339_R0	gene_927
Cbir_RNA1343_R0	gene_928
Sinv_RNA17231_R0	gene_928
Dmel_RNA10097_R0	gene_928
Cbir_RNA1345_R0	gene_929
Dmel_RNA967_R5	gene_929
Nvit_RNA11751_R4	gene_929
Cbir_RNA1348_R0	gene_930
Mpha_RNA18714_R0	gene_930
Cbir_RNA1353_R0	gene_931
Cbir_RNA1354_R0	gene_932
Cbir_RNA1361_R0	gene_933
Cbir_RNA1363_R0	gene_934
Cbir_RNA1362_R0	gene_934
Mpha_RNA12430_R0	gene_934
Nvit_RNA16587_R0	gene_934
Cbir_RNA1372_R0	gene_935
Dqua_RNA16430_R0	gene_935
Amel_RNA9195_R0	gene_935
Nvit_RNA16574_R0	gene_935
Cbir_RNA1374_R0	gene_936
Amel_RNA9191_R0	gene_936
Cbir_RNA1375_R0	gene_937
Sinv_RNA18115_R0	gene_938
Mpha_RNA22705_R0	gene_938
Sinv_RNA16957_R2	gene_939
Mpha_RNA17537_R0	gene_940
Amel_RNA15295_R4	gene_941
Cbir_RNA1391_R0	gene_942
Cbir_RNA1394_R0	gene_943
Dqua_RNA22698_R0	gene_943
Dqua_RNA22697_R0	gene_943
Cbir_RNA1400_R0	gene_944
Mpha_RNA925_R0	gene_944
Cbir_RNA1403_R0	gene_945
Dqua_RNA10960_R0	gene_946
Dqua_RNA10957_R0	gene_947
Cbir_RNA1420_R0	gene_948
Cbir_RNA1428_R0	gene_949
Cbir_RNA1426_R0	gene_949
Cbir_RNA1427_R0	gene_949
Cbir_RNA1430_R0	gene_950
Amel_RNA4330_R0	gene_950
Nvit_RNA12604_R0	gene_950
Cbir_RNA2500_R2	gene_951
Cbir_RNA7818_R7	gene_952
Mpha_RNA6870_R0	gene_953
Nvit_RNA24400_R0	gene_953
Cbir_RNA1461_R0	gene_954
Cbir_RNA1471_R0	gene_955
Cbir_RNA16436_R2	gene_956
Sinv_RNA18064_R8	gene_957
Sinv_RNA5119_R0	gene_958
Cbir_RNA1462_R0	gene_959
Nvit_RNA5913_R3	gene_960
Cbir_RNA1465_R0	gene_961
Cbir_RNA1464_R0	gene_961
Cbir_RNA1467_R0	gene_962
Cbir_RNA1466_R0	gene_962
Cbir_RNA1468_R0	gene_962
Aech_RNA18551_R0	gene_962
Sinv_RNA5140_R0	gene_962
Cbir_RNA1469_R0	gene_963
Cbir_RNA1474_R0	gene_964
Lhum_RNA17369_R1	gene_965
Cbir_RNA1477_R0	gene_966
Cbir_RNA1473_R0	gene_967
Cbir_RNA1476_R0	gene_968
Cbir_RNA1475_R0	gene_968
Mpha_RNA18638_R0	gene_968
Dmel_RNA23223_R0	gene_968
Cbir_RNA1480_R0	gene_969
Cbir_RNA1482_R0	gene_970
Lhum_RNA21635_R0	gene_971
Cbir_RNA1486_R0	gene_972
Dqua_RNA7272_R8	gene_973
Cbir_RNA1495_R0	gene_974
Cbir_RNA1494_R0	gene_975
Cbir_RNA1499_R0	gene_976
Cbir_RNA1500_R0	gene_977
Cbir_RNA1507_R0	gene_978
Amel_RNA16449_R0	gene_979
Lhum_RNA21614_R0	gene_980
Lhum_RNA21620_R0	gene_981
Sinv_RNA14093_R1	gene_981
Sinv_RNA14090_R0	gene_982
Lhum_RNA21612_R0	gene_983
Cbir_RNA1509_R0	gene_983
Mpha_RNA11240_R0	gene_984
Mpha_RNA11239_R0	gene_985
Cbir_RNA1510_R0	gene_986
Mpha_RNA6096_R2	gene_987
Cbir_RNA1512_R0	gene_988
Cbir_RNA1516_R0	gene_989
Cbir_RNA1517_R0	gene_990
Lhum_RNA2709_R0	gene_990
Cbir_RNA1520_R0	gene_991
Cbir_RNA1528_R0	gene_992
Cbir_RNA1534_R0	gene_993
Cbir_RNA1537_R0	gene_993
Cbir_RNA1541_R0	gene_994
Aech_RNA5159_R0	gene_994
Nvit_RNA10102_R2	gene_994
Cbir_RNA1542_R0	gene_995
Cbir_RNA1544_R0	gene_996
Dmel_RNA16185_R0	gene_996
Cbir_RNA1546_R0	gene_997
Cbir_RNA1547_R0	gene_997
Dqua_RNA13740_R0	gene_997
Cbir_RNA1551_R0	gene_998
Cbir_RNA1550_R0	gene_998
Cbir_RNA1552_R0	gene_999
Cbir_RNA1553_R0	gene_999
Sinv_RNA19173_R0	gene_999
Nvit_RNA8742_R0	gene_999
Dmel_RNA4559_R0	gene_999
Cbir_RNA1555_R0	gene_1000
Cbir_RNA1557_R0	gene_1001
Lhum_RNA2558_R0	gene_1001
Cbir_RNA1561_R0	gene_1002
Cbir_RNA1563_R0	gene_1002
Amel_RNA16213_R0	gene_1002
Amel_RNA5338_R1	gene_1002
Cbir_RNA1558_R0	gene_1003
Cbir_RNA1576_R0	gene_1004
Cbir_RNA1577_R0	gene_1005
Dqua_RNA16080_R0	gene_1006
Cbir_RNA1579_R0	gene_1007
