Dqua_RNA0_R0	gene_0
Cbir_RNA12014_R0	gene_537
Lhum_RNA4891_R2	gene_537
Dqua_RNA717_R0	gene_538
Dqua_RNA722_R0	gene_539
Cbir_RNA21581_R0	gene_539
Dqua_RNA729_R0	gene_540
Dqua_RNA731_R0	gene_541
Dqua_RNA732_R0	gene_542
Dmel_RNA252_R0	gene_542
Dmel_RNA17482_R0	gene_543
Dqua_RNA739_R0	gene_544
Dqua_RNA748_R0	gene_545
Dqua_RNA749_R0	gene_546
Dqua_RNA750_R0	gene_547
Aech_RNA4325_R0	gene_547
Aech_RNA13119_R7	gene_548
Dqua_RNA753_R0	gene_549
Dqua_RNA754_R0	gene_549
Dmel_RNA722_R0	gene_549
Dqua_RNA757_R0	gene_550
Mpha_RNA23021_R0	gene_550
Dqua_RNA758_R0	gene_550
Aech_RNA5144_R0	gene_550
Amel_RNA13108_R3	gene_550
Dmel_RNA26019_R4	gene_550
Cbir_RNA1510_R0	gene_551
Dqua_RNA762_R0	gene_552
Dqua_RNA763_R0	gene_553
Dqua_RNA764_R0	gene_554
Mpha_RNA11241_R0	gene_554
Dqua_RNA766_R0	gene_555
Dqua_RNA767_R0	gene_556
Amel_RNA16449_R0	gene_557
Dqua_RNA771_R0	gene_558
Dqua_RNA772_R0	gene_559
Dqua_RNA777_R0	gene_560
Lhum_RNA21630_R0	gene_560
Dqua_RNA781_R0	gene_561
Dqua_RNA783_R0	gene_561
Dmel_RNA25797_R0	gene_562
Dqua_RNA789_R0	gene_563
Aech_RNA7575_R0	gene_563
Dqua_RNA790_R0	gene_564
Cbir_RNA1482_R0	gene_564
Dqua_RNA795_R0	gene_565
Sinv_RNA14874_R0	gene_565
Dqua_RNA797_R0	gene_566
Dqua_RNA798_R0	gene_567
Nvit_RNA21142_R0	gene_567
Dqua_RNA794_R0	gene_568
Dqua_RNA801_R0	gene_569
Dqua_RNA804_R0	gene_569
Sinv_RNA12771_R0	gene_569
Dqua_RNA807_R0	gene_570
Amel_RNA9182_R0	gene_570
Sinv_RNA12778_R0	gene_570
Dmel_RNA16611_R0	gene_570
Dqua_RNA806_R0	gene_571
Nvit_RNA1079_R0	gene_571
Dqua_RNA814_R0	gene_572
Dqua_RNA822_R0	gene_573
Dqua_RNA823_R0	gene_573
Sinv_RNA16906_R0	gene_573
Dqua_RNA825_R0	gene_574
Dqua_RNA834_R0	gene_574
Dqua_RNA829_R0	gene_574
Dqua_RNA835_R0	gene_574
Nvit_RNA17533_R0	gene_574
Dqua_RNA845_R0	gene_575
Dqua_RNA847_R0	gene_576
Mpha_RNA1524_R0	gene_576
Dqua_RNA849_R1	gene_577
Dqua_RNA851_R0	gene_578
Dqua_RNA854_R0	gene_579
Dqua_RNA865_R0	gene_580
Mpha_RNA6704_R0	gene_580
Cbir_RNA10991_R0	gene_580
Dmel_RNA5291_R0	gene_580
Dqua_RNA867_R0	gene_581
Amel_RNA12576_R0	gene_581
Mpha_RNA15787_R0	gene_582
Dqua_RNA868_R0	gene_583
Dqua_RNA876_R0	gene_584
Nvit_RNA12365_R0	gene_584
Aech_RNA8018_R0	gene_585
Dqua_RNA887_R0	gene_586
Dqua_RNA888_R0	gene_587
Dqua_RNA889_R0	gene_588
Amel_RNA13795_R0	gene_588
Dmel_RNA17420_R1	gene_588
Dqua_RNA896_R0	gene_589
Dqua_RNA890_R0	gene_590
Dqua_RNA1571_R1	gene_590
Nvit_RNA2787_R6	gene_590
Amel_RNA12063_R5	gene_590
Dmel_RNA31896_R5	gene_590
Mpha_RNA17983_R2	gene_590
Lhum_RNA502_R3	gene_590
Sinv_RNA14048_R1	gene_590
Dqua_RNA898_R0	gene_591
Dqua_RNA904_R0	gene_592
Dqua_RNA903_R0	gene_592
Amel_RNA6551_R0	gene_593
Dqua_RNA912_R0	gene_594
Dqua_RNA916_R0	gene_595
Dqua_RNA919_R0	gene_596
Dqua_RNA920_R0	gene_597
Dqua_RNA922_R0	gene_598
Dqua_RNA928_R0	gene_599
Dqua_RNA930_R0	gene_600
Lhum_RNA20843_R0	gene_600
Lhum_RNA20841_R0	gene_600
Dqua_RNA934_R0	gene_601
Dmel_RNA34462_R2	gene_602
Dqua_RNA949_R0	gene_603
Dqua_RNA951_R0	gene_603
Dqua_RNA952_R0	gene_603
Dqua_RNA953_R0	gene_604
Dqua_RNA954_R0	gene_604
Cbir_RNA8487_R0	gene_604
Sinv_RNA7955_R0	gene_604
Dqua_RNA960_R0	gene_605
Dqua_RNA962_R0	gene_606
Sinv_RNA8498_R0	gene_606
Amel_RNA3419_R0	gene_606
Sinv_RNA9041_R0	gene_606
Dqua_RNA966_R0	gene_607
Amel_RNA29081_R0	gene_607
Dqua_RNA975_R0	gene_608
Dqua_RNA978_R0	gene_609
Cbir_RNA8512_R0	gene_610
Dqua_RNA985_R0	gene_611
Dmel_RNA14392_R1	gene_612
Dqua_RNA991_R0	gene_613
Dqua_RNA3661_R4	gene_614
Aech_RNA20149_R0	gene_615
Mpha_RNA4761_R0	gene_615
Dqua_RNA996_R0	gene_616
Dqua_RNA998_R0	gene_617
Lhum_RNA19744_R0	gene_617
Dqua_RNA1002_R0	gene_618
Dqua_RNA1004_R0	gene_619
Aech_RNA7745_R0	gene_619
Cbir_RNA17829_R0	gene_619
Dqua_RNA1005_R0	gene_620
Dqua_RNA1008_R0	gene_621
Dqua_RNA1007_R0	gene_621
Lhum_RNA14589_R0	gene_621
Dqua_RNA1011_R0	gene_622
Lhum_RNA12155_R0	gene_622
Nvit_RNA5199_R0	gene_622
Dqua_RNA1012_R0	gene_623
Dqua_RNA1017_R0	gene_624
Sinv_RNA3483_R0	gene_624
Mpha_RNA15_R0	gene_624
Dqua_RNA1022_R0	gene_625
Dqua_RNA1023_R0	gene_626
Dqua_RNA1029_R0	gene_627
Dqua_RNA1034_R0	gene_628
Dqua_RNA1038_R0	gene_629
Dqua_RNA1039_R0	gene_630
Nvit_RNA13339_R0	gene_630
Cbir_RNA20430_R1	gene_631
Dqua_RNA1047_R0	gene_632
Dqua_RNA1050_R0	gene_632
Amel_RNA18387_R0	gene_632
Dmel_RNA22941_R0	gene_632
Dqua_RNA1056_R0	gene_633
Amel_RNA28392_R2	gene_634
Dqua_RNA1061_R0	gene_635
Dqua_RNA1063_R0	gene_636
Dqua_RNA1067_R0	gene_637
Lhum_RNA23750_R0	gene_637
Dqua_RNA1070_R0	gene_637
Dqua_RNA1075_R0	gene_638
Dqua_RNA1076_R0	gene_639
Dqua_RNA1081_R0	gene_640
Dqua_RNA1084_R0	gene_641
Dqua_RNA1085_R0	gene_641
Dqua_RNA1083_R0	gene_641
Mpha_RNA11284_R0	gene_641
Dqua_RNA1087_R0	gene_642
Dqua_RNA907_R0	gene_643
Nvit_RNA7047_R0	gene_643
Dqua_RNA902_R0	gene_644
Dqua_RNA906_R0	gene_645
Sinv_RNA19114_R0	gene_645
Sinv_RNA19113_R0	gene_645
Cbir_RNA23546_R0	gene_645
Dqua_RNA913_R0	gene_646
Dqua_RNA914_R0	gene_646
Aech_RNA1883_R0	gene_646
Aech_RNA1882_R0	gene_646
Dqua_RNA915_R0	gene_647
Mpha_RNA10782_R0	gene_647
Dqua_RNA926_R0	gene_648
Dqua_RNA943_R0	gene_649
Dmel_RNA1545_R0	gene_649
Dqua_RNA944_R0	gene_650
Nvit_RNA9041_R3	gene_650
Dqua_RNA946_R0	gene_651
Cbir_RNA25478_R0	gene_651
Aech_RNA13766_R6	gene_651
Dmel_RNA25711_R1	gene_651
Dqua_RNA10338_R4	gene_652
Dqua_RNA948_R0	gene_653
Dmel_RNA6522_R0	gene_653
Dqua_RNA956_R0	gene_654
Sinv_RNA9045_R0	gene_654
Dqua_RNA961_R0	gene_655
Mpha_RNA22871_R0	gene_655
Mpha_RNA11219_R0	gene_655
Dqua_RNA963_R0	gene_656
Dqua_RNA964_R0	gene_657
Dqua_RNA980_R0	gene_658
Dqua_RNA979_R0	gene_658
Dqua_RNA989_R0	gene_659
Sinv_RNA4214_R0	gene_660
Cbir_RNA11348_R1	gene_661
Dqua_RNA604_R2	gene_662
Dqua_RNA993_R0	gene_663
Amel_RNA2206_R0	gene_663
Dmel_RNA11554_R3	gene_663
Cbir_RNA23881_R0	gene_664
Dqua_RNA999_R0	gene_665
Cbir_RNA17820_R0	gene_665
Dqua_RNA1000_R0	gene_666
Dqua_RNA1006_R0	gene_667
Mpha_RNA19238_R0	gene_668
Lhum_RNA14590_R0	gene_668
Amel_RNA19605_R0	gene_668
Dmel_RNA11214_R1	gene_669
Dqua_RNA1013_R0	gene_670
Dqua_RNA1014_R0	gene_671
Dqua_RNA1015_R0	gene_672
Dqua_RNA1018_R0	gene_673
Lhum_RNA12146_R0	gene_673
Nvit_RNA15185_R0	gene_673
Dqua_RNA1019_R0	gene_674
Dqua_RNA1024_R0	gene_675
Dqua_RNA1025_R0	gene_676
Dqua_RNA1028_R0	gene_676
Dmel_RNA20615_R0	gene_676
Dqua_RNA1031_R0	gene_677
Dqua_RNA1035_R0	gene_678
Dqua_RNA1036_R0	gene_679
Aech_RNA12745_R0	gene_679
Dqua_RNA1037_R0	gene_680
Aech_RNA2964_R1	gene_680
Dmel_RNA13606_R1	gene_680
Dqua_RNA1040_R0	gene_681
Dmel_RNA14269_R1	gene_681
Dqua_RNA1041_R0	gene_682
Dqua_RNA1042_R0	gene_682
Cbir_RNA7985_R0	gene_682
Mpha_RNA23006_R0	gene_682
Dqua_RNA1044_R0	gene_683
Dqua_RNA1045_R0	gene_684
Dqua_RNA1046_R0	gene_685
Dqua_RNA1051_R0	gene_686
Dqua_RNA1054_R0	gene_687
Dmel_RNA21622_R0	gene_687
Dqua_RNA1055_R0	gene_688
Dqua_RNA1058_R0	gene_689
Dqua_RNA1060_R0	gene_690
Amel_RNA29173_R0	gene_690
Dqua_RNA1062_R0	gene_691
Lhum_RNA5239_R0	gene_691
Sinv_RNA19045_R0	gene_691
Dmel_RNA19530_R0	gene_691
Dqua_RNA1064_R0	gene_692
Sinv_RNA1303_R2	gene_692
Aech_RNA11391_R0	gene_693
Dqua_RNA1066_R0	gene_694
Dqua_RNA1073_R0	gene_695
Dqua_RNA1074_R0	gene_695
Sinv_RNA9595_R0	gene_695
Dqua_RNA1077_R0	gene_696
Lhum_RNA23743_R0	gene_696
Dqua_RNA1079_R0	gene_697
Dmel_RNA27683_R0	gene_697
Dqua_RNA1082_R0	gene_698
Dqua_RNA1086_R0	gene_699
Dqua_RNA1092_R0	gene_700
Lhum_RNA560_R0	gene_700
Mpha_RNA21501_R0	gene_700
Dqua_RNA1089_R0	gene_701
Cbir_RNA8069_R0	gene_701
Mpha_RNA18966_R0	gene_702
Cbir_RNA7199_R0	gene_703
Dqua_RNA1096_R0	gene_704
Dqua_RNA1095_R0	gene_705
Cbir_RNA20779_R1	gene_706
Lhum_RNA2183_R4	gene_707
Aech_RNA14576_R8	gene_708
Dqua_RNA1097_R0	gene_709
Dqua_RNA1099_R0	gene_710
Dqua_RNA1106_R0	gene_711
Dqua_RNA1109_R0	gene_712
Lhum_RNA15681_R0	gene_713
Dqua_RNA1100_R0	gene_714
Dqua_RNA1101_R0	gene_715
Dqua_RNA1105_R0	gene_716
Dqua_RNA1107_R0	gene_717
Dqua_RNA1108_R0	gene_718
Lhum_RNA15682_R0	gene_719
Lhum_RNA15685_R0	gene_720
Lhum_RNA15687_R0	gene_721
Lhum_RNA15688_R0	gene_722
Mpha_RNA287_R0	gene_723
Mpha_RNA273_R1	gene_724
Nvit_RNA21988_R0	gene_725
Mpha_RNA279_R0	gene_726
Dqua_RNA1112_R0	gene_727
Dqua_RNA1114_R0	gene_728
Dqua_RNA1116_R0	gene_729
Dqua_RNA1117_R0	gene_730
Dqua_RNA1119_R0	gene_731
Dqua_RNA1120_R0	gene_732
Dqua_RNA1121_R0	gene_733
Nvit_RNA5913_R3	gene_734
Dqua_RNA1124_R0	gene_735
Dqua_RNA1140_R0	gene_736
Dqua_RNA1139_R0	gene_736
Lhum_RNA15551_R0	gene_736
Aech_RNA11734_R0	gene_736
Dqua_RNA1141_R0	gene_737
Aech_RNA15017_R3	gene_738
Dqua_RNA1147_R0	gene_739
Dqua_RNA1152_R0	gene_740
Cbir_RNA22531_R0	gene_740
Mpha_RNA23214_R0	gene_741
Dqua_RNA1162_R0	gene_742
Dqua_RNA1163_R0	gene_743
Dqua_RNA1165_R0	gene_744
Sinv_RNA2773_R0	gene_745
Dqua_RNA1171_R0	gene_746
Dqua_RNA1179_R0	gene_747
Dqua_RNA1180_R0	gene_747
Aech_RNA6481_R0	gene_747
Dqua_RNA1187_R0	gene_748
Dqua_RNA1191_R0	gene_749
Dqua_RNA1192_R0	gene_750
Dqua_RNA1194_R0	gene_751
Dqua_RNA1197_R0	gene_752
Nvit_RNA22107_R0	gene_752
Dqua_RNA1198_R0	gene_753
Dqua_RNA1201_R0	gene_754
Mpha_RNA11676_R0	gene_754
Dqua_RNA1204_R0	gene_755
Dqua_RNA1206_R0	gene_756
Lhum_RNA5504_R0	gene_756
Sinv_RNA8765_R0	gene_756
Dqua_RNA1207_R0	gene_757
Dqua_RNA1209_R0	gene_758
Dqua_RNA1215_R0	gene_759
Dqua_RNA1216_R0	gene_759
Dmel_RNA33849_R3	gene_760
Dqua_RNA1222_R0	gene_761
Dqua_RNA1221_R0	gene_762
Dqua_RNA1225_R0	gene_763
Sinv_RNA3062_R1	gene_764
Lhum_RNA7619_R1	gene_764
Dqua_RNA1231_R0	gene_764
Dmel_RNA31651_R1	gene_764
Dqua_RNA1238_R0	gene_765
Amel_RNA15102_R0	gene_765
Aech_RNA13041_R0	gene_765
Aech_RNA1342_R0	gene_765
Aech_RNA541_R0	gene_765
Aech_RNA1341_R0	gene_765
Aech_RNA20203_R0	gene_765
Dqua_RNA1232_R0	gene_766
Dqua_RNA1242_R0	gene_767
Dqua_RNA1243_R0	gene_767
Nvit_RNA2143_R0	gene_767
Dqua_RNA1246_R0	gene_768
Dmel_RNA4295_R0	gene_768
Dqua_RNA1247_R0	gene_769
Dqua_RNA1250_R0	gene_770
Dqua_RNA1251_R0	gene_771
Dqua_RNA1263_R0	gene_772
Dqua_RNA1273_R0	gene_773
Dqua_RNA1276_R0	gene_774
Dqua_RNA1277_R0	gene_774
Amel_RNA14043_R0	gene_774
Dmel_RNA23108_R1	gene_774
Dqua_RNA1284_R0	gene_775
Lhum_RNA4338_R0	gene_775
Dqua_RNA1283_R0	gene_776
Dqua_RNA1288_R0	gene_777
Sinv_RNA14935_R0	gene_777
Dqua_RNA1297_R0	gene_778
Dqua_RNA1305_R0	gene_779
Dqua_RNA1311_R0	gene_780
Dqua_RNA1313_R0	gene_781
Dqua_RNA1312_R0	gene_781
Dqua_RNA1314_R0	gene_781
Dmel_RNA11388_R0	gene_781
Dqua_RNA1316_R0	gene_782
Dqua_RNA1322_R0	gene_783
Dqua_RNA1323_R0	gene_784
Dqua_RNA1324_R0	gene_785
Dqua_RNA1325_R0	gene_786
Lhum_RNA13415_R0	gene_787
Dqua_RNA1336_R0	gene_788
Dqua_RNA1335_R0	gene_789
Dqua_RNA1344_R0	gene_790
Dqua_RNA1350_R0	gene_791
Dqua_RNA1355_R0	gene_792
Dqua_RNA1356_R0	gene_792
Dqua_RNA1359_R0	gene_793
Dqua_RNA1360_R0	gene_794
Dqua_RNA1367_R0	gene_795
Cbir_RNA5462_R0	gene_796
Dqua_RNA1376_R0	gene_797
Sinv_RNA359_R0	gene_797
Dqua_RNA1382_R0	gene_798
Mpha_RNA11995_R0	gene_798
Amel_RNA11248_R0	gene_798
Dqua_RNA1383_R0	gene_799
Dqua_RNA1388_R0	gene_800
Dqua_RNA1389_R0	gene_801
Dqua_RNA1395_R0	gene_802
Mpha_RNA5194_R0	gene_802
Dmel_RNA1012_R0	gene_802
Dqua_RNA1404_R0	gene_803
Dqua_RNA1408_R0	gene_804
Dqua_RNA1410_R0	gene_805
Dqua_RNA1419_R0	gene_806
Dqua_RNA1420_R0	gene_807
Dqua_RNA1425_R0	gene_808
Dqua_RNA1428_R0	gene_809
Dqua_RNA1436_R0	gene_810
Dqua_RNA1450_R0	gene_811
Dqua_RNA1451_R0	gene_812
Dqua_RNA1122_R0	gene_813
Cbir_RNA9450_R2	gene_813
Dqua_RNA1123_R0	gene_814
Dqua_RNA1125_R0	gene_815
Dqua_RNA1126_R0	gene_816
Dqua_RNA1128_R0	gene_817
Aech_RNA2617_R0	gene_817
Cbir_RNA4084_R0	gene_817
Aech_RNA2619_R0	gene_817
Mpha_RNA13116_R0	gene_817
Dqua_RNA1129_R0	gene_818
Aech_RNA15017_R0	gene_819
Lhum_RNA14867_R0	gene_820
Dqua_RNA1164_R0	gene_821
Dqua_RNA23133_R1	gene_822
Dqua_RNA1173_R0	gene_823
Dqua_RNA1172_R0	gene_823
Aech_RNA18735_R0	gene_823
Sinv_RNA17276_R0	gene_823
Dqua_RNA1174_R0	gene_824
Dqua_RNA1175_R0	gene_825
Dmel_RNA1979_R0	gene_825
Dqua_RNA1176_R0	gene_826
Dqua_RNA1183_R0	gene_827
Dqua_RNA1184_R0	gene_828
Dqua_RNA1185_R0	gene_829
Dqua_RNA1186_R0	gene_830
Dqua_RNA1190_R0	gene_831
Amel_RNA10132_R0	gene_831
Dqua_RNA1196_R0	gene_832
Dqua_RNA1199_R0	gene_833
Mpha_RNA13489_R0	gene_834
Dqua_RNA1205_R0	gene_835
Dqua_RNA1208_R0	gene_836
Dqua_RNA1218_R0	gene_837
Nvit_RNA16316_R0	gene_837
Cbir_RNA24890_R0	gene_837
Cbir_RNA24888_R0	gene_837
Dqua_RNA1219_R0	gene_838
Dqua_RNA1224_R0	gene_839
Dqua_RNA1227_R0	gene_840
Dqua_RNA1228_R0	gene_841
Dqua_RNA1229_R0	gene_841
Amel_RNA18804_R0	gene_841
Dmel_RNA16645_R0	gene_842
Dqua_RNA1240_R0	gene_843
Dqua_RNA1241_R0	gene_844
Dmel_RNA20519_R1	gene_844
Dqua_RNA7905_R2	gene_845
Dqua_RNA1249_R0	gene_846
Dqua_RNA1256_R0	gene_847
Cbir_RNA5134_R0	gene_847
Dqua_RNA1260_R0	gene_848
Dqua_RNA1267_R0	gene_849
Dqua_RNA1265_R0	gene_849
Dqua_RNA1268_R0	gene_849
Dqua_RNA1264_R0	gene_849
Dqua_RNA1266_R0	gene_849
Cbir_RNA12827_R0	gene_849
Sinv_RNA3494_R0	gene_849
Dqua_RNA1261_R0	gene_850
Dqua_RNA1262_R0	gene_850
Dqua_RNA1270_R0	gene_851
Dqua_RNA1278_R0	gene_852
Dqua_RNA1279_R0	gene_852
Dqua_RNA1280_R0	gene_853
Cbir_RNA2030_R0	gene_853
Dqua_RNA1282_R0	gene_854
Aech_RNA9057_R0	gene_854
Dqua_RNA1285_R0	gene_855
Dqua_RNA1289_R0	gene_856
Dqua_RNA1290_R0	gene_857
Dqua_RNA1294_R0	gene_858
Dqua_RNA1299_R0	gene_859
Dqua_RNA1298_R0	gene_859
Amel_RNA28263_R0	gene_859
Dqua_RNA1300_R0	gene_860
Dqua_RNA1301_R0	gene_860
Dqua_RNA1307_R0	gene_861
Dqua_RNA1306_R0	gene_862
Dqua_RNA1309_R0	gene_863
Dqua_RNA1310_R0	gene_863
Dqua_RNA1308_R0	gene_863
Dqua_RNA1315_R0	gene_864
Mpha_RNA17180_R0	gene_865
Dqua_RNA1319_R0	gene_865
Dqua_RNA1318_R0	gene_865
Amel_RNA154_R2	gene_865
Dqua_RNA1321_R0	gene_866
Dqua_RNA1333_R0	gene_867
Dqua_RNA1334_R0	gene_867
Lhum_RNA13418_R0	gene_867
Lhum_RNA13420_R0	gene_867
Sinv_RNA20402_R0	gene_867
Dmel_RNA24990_R0	gene_867
Dmel_RNA24989_R0	gene_867
Mpha_RNA3735_R0	gene_867
Dqua_RNA1329_R0	gene_868
Amel_RNA1503_R0	gene_868
Dqua_RNA1327_R0	gene_869
Amel_RNA19732_R0	gene_869
Dqua_RNA1328_R0	gene_870
Aech_RNA19847_R2	gene_870
Dqua_RNA1340_R0	gene_871
Dqua_RNA1349_R0	gene_872
Sinv_RNA5859_R0	gene_872
Dqua_RNA1353_R0	gene_873
Dqua_RNA1354_R0	gene_873
Cbir_RNA5409_R0	gene_873
Sinv_RNA5854_R0	gene_873
Dqua_RNA1357_R0	gene_874
Dqua_RNA1358_R0	gene_875
Dqua_RNA1364_R0	gene_876
Dqua_RNA1373_R0	gene_877
Lhum_RNA13372_R0	gene_877
Dqua_RNA1374_R0	gene_878
Cbir_RNA4477_R0	gene_878
Dqua_RNA1381_R0	gene_879
Sinv_RNA5950_R0	gene_879
Dqua_RNA1391_R0	gene_880
Dqua_RNA1393_R0	gene_881
Amel_RNA719_R0	gene_881
Dmel_RNA836_R0	gene_881
Sinv_RNA10991_R0	gene_881
Dqua_RNA1397_R0	gene_882
Amel_RNA29031_R0	gene_882
Dqua_RNA1398_R0	gene_883
Dqua_RNA1401_R0	gene_884
Dqua_RNA1399_R0	gene_884
Cbir_RNA5439_R0	gene_884
Dqua_RNA1405_R0	gene_885
Dmel_RNA20871_R0	gene_885
Dqua_RNA1409_R0	gene_886
Dqua_RNA1414_R0	gene_887
Dqua_RNA1415_R0	gene_887
Dqua_RNA1416_R0	gene_887
Cbir_RNA23748_R0	gene_887
Dqua_RNA1418_R0	gene_888
Dqua_RNA1417_R0	gene_888
Cbir_RNA23758_R0	gene_888
Dqua_RNA467_R1	gene_888
Dmel_RNA31839_R1	gene_888
Dqua_RNA1421_R0	gene_889
Dqua_RNA1424_R0	gene_890
Dqua_RNA1427_R0	gene_891
Amel_RNA12431_R0	gene_891
Dqua_RNA1432_R0	gene_892
Dqua_RNA1433_R0	gene_893
Dqua_RNA1440_R0	gene_894
Cbir_RNA3924_R0	gene_894
Dqua_RNA1449_R0	gene_895
Amel_RNA12094_R0	gene_895
Lhum_RNA18222_R0	gene_896
Dqua_RNA1458_R0	gene_896
Mpha_RNA4597_R1	gene_897
Dqua_RNA189_R4	gene_898
Aech_RNA17384_R2	gene_899
Lhum_RNA6540_R3	gene_900
Lhum_RNA13000_R6	gene_901
Lhum_RNA6726_R0	gene_902
Dmel_RNA28330_R2	gene_902
Mpha_RNA1445_R2	gene_902
Dqua_RNA9898_R5	gene_903
Amel_RNA28674_R7	gene_904
Cbir_RNA17052_R6	gene_905
Dqua_RNA9696_R6	gene_906
Aech_RNA21276_R3	gene_907
Mpha_RNA5357_R0	gene_908
Dqua_RNA22463_R9	gene_909
Sinv_RNA18946_R5	gene_910
Dqua_RNA1462_R0	gene_911
Dqua_RNA1463_R0	gene_912
Dqua_RNA1464_R0	gene_912
Dmel_RNA28983_R0	gene_912
Dqua_RNA1467_R0	gene_913
Dqua_RNA1469_R0	gene_914
Aech_RNA3910_R3	gene_915
Aech_RNA17746_R0	gene_916
Dqua_RNA1482_R0	gene_917
Dqua_RNA1481_R0	gene_917
Dqua_RNA1480_R0	gene_918
Dqua_RNA1486_R0	gene_919
Dqua_RNA1490_R0	gene_920
Dmel_RNA9623_R0	gene_920
Dmel_RNA9622_R0	gene_920
Dqua_RNA1494_R0	gene_921
Dqua_RNA1495_R0	gene_921
Sinv_RNA19825_R0	gene_921
Dqua_RNA1501_R0	gene_922
Dqua_RNA1507_R0	gene_923
Dqua_RNA1513_R0	gene_924
Dqua_RNA1522_R0	gene_925
Dqua_RNA1523_R0	gene_926
Dqua_RNA1527_R0	gene_927
Nvit_RNA22646_R0	gene_927
Dqua_RNA1533_R0	gene_928
Dqua_RNA1536_R0	gene_929
Dqua_RNA1537_R0	gene_930
Nvit_RNA25521_R0	gene_931
Amel_RNA28392_R6	gene_932
Cbir_RNA24571_R0	gene_933
Dqua_RNA1546_R0	gene_934
Lhum_RNA17546_R3	gene_935
Dqua_RNA1554_R0	gene_936
Lhum_RNA15055_R0	gene_936
Amel_RNA3160_R0	gene_937
Cbir_RNA17104_R0	gene_937
Dqua_RNA1561_R0	gene_938
Mpha_RNA14424_R0	gene_939
Dqua_RNA1563_R0	gene_940
Dqua_RNA1564_R0	gene_941
Sinv_RNA3052_R3	gene_942
Dqua_RNA1474_R2	gene_943
Nvit_RNA13022_R0	gene_944
Dqua_RNA1475_R0	gene_945
Lhum_RNA23356_R0	gene_945
Mpha_RNA9569_R0	gene_946
Dqua_RNA1479_R0	gene_947
Nvit_RNA4198_R0	gene_947
Nvit_RNA4197_R0	gene_947
Dqua_RNA1483_R0	gene_948
Dqua_RNA1485_R0	gene_949
Dqua_RNA1489_R0	gene_950
Dqua_RNA1488_R0	gene_950
Cbir_RNA13782_R0	gene_950
Cbir_RNA13781_R0	gene_950
Cbir_RNA13535_R0	gene_951
Dqua_RNA1496_R0	gene_952
Dmel_RNA32272_R0	gene_952
Dqua_RNA1497_R0	gene_953
Dqua_RNA1498_R0	gene_954
Sinv_RNA13052_R0	gene_954
Dqua_RNA1503_R0	gene_955
Dqua_RNA1502_R0	gene_955
Dqua_RNA1519_R0	gene_956
Dqua_RNA1521_R0	gene_957
Lhum_RNA4335_R0	gene_957
Amel_RNA18847_R0	gene_957
Sinv_RNA17820_R0	gene_957
Cbir_RNA14078_R0	gene_957
Dqua_RNA1526_R0	gene_958
Dqua_RNA1525_R0	gene_958
Lhum_RNA3946_R0	gene_958
Dqua_RNA1528_R0	gene_959
Dqua_RNA1529_R0	gene_960
Mpha_RNA19708_R0	gene_960
Dqua_RNA1541_R0	gene_961
Dqua_RNA1544_R0	gene_962
Mpha_RNA6075_R1	gene_963
Dmel_RNA7092_R0	gene_963
Dqua_RNA1548_R0	gene_964
Dqua_RNA1549_R0	gene_965
Dqua_RNA1552_R0	gene_965
Lhum_RNA9046_R2	gene_965
Dqua_RNA1555_R0	gene_966
Dqua_RNA1556_R0	gene_967
Dqua_RNA1558_R0	gene_968
Dqua_RNA1559_R0	gene_968
Dqua_RNA1565_R0	gene_969
Cbir_RNA10734_R0	gene_970
Dqua_RNA1567_R0	gene_971
Amel_RNA2163_R0	gene_971
Dqua_RNA1568_R0	gene_972
Dqua_RNA1569_R0	gene_973
Dqua_RNA1570_R0	gene_973
Lhum_RNA440_R0	gene_973
Amel_RNA12063_R4	gene_973
Dmel_RNA31896_R7	gene_973
Sinv_RNA19000_R0	gene_973
Dqua_RNA1571_R0	gene_974
Mpha_RNA17983_R1	gene_975
Dqua_RNA1575_R0	gene_976
Dqua_RNA1578_R0	gene_977
Dqua_RNA17719_R4	gene_978
Dqua_RNA1581_R0	gene_979
Dqua_RNA1579_R0	gene_980
Dqua_RNA1583_R0	gene_981
Dqua_RNA1589_R0	gene_982
Aech_RNA3251_R7	gene_983
Dqua_RNA1590_R0	gene_984
Dqua_RNA1592_R0	gene_985
Dqua_RNA1594_R0	gene_985
Sinv_RNA5948_R0	gene_985
Dqua_RNA1584_R0	gene_986
Dqua_RNA1586_R0	gene_987
Dqua_RNA1588_R0	gene_988
Dqua_RNA1591_R0	gene_989
Dqua_RNA23261_R4	gene_990
Sinv_RNA12787_R3	gene_991
Aech_RNA7786_R3	gene_992
Lhum_RNA13651_R1	gene_993
Lhum_RNA851_R6	gene_994
Dqua_RNA3440_R9	gene_995
Lhum_RNA450_R5	gene_996
Dqua_RNA1596_R0	gene_997
Aech_RNA3934_R7	gene_998
Aech_RNA7185_R7	gene_999
Lhum_RNA6460_R2	gene_1000
Dqua_RNA1597_R0	gene_1001
Sinv_RNA17400_R3	gene_1002
Dqua_RNA18312_R6	gene_1003
Dqua_RNA6130_R3	gene_1004
Aech_RNA10635_R9	gene_1005
Dqua_RNA18313_R8	gene_1006
Cbir_RNA171_R1	gene_1007
Sinv_RNA18635_R7	gene_1008
Dqua_RNA1598_R0	gene_1009
Cbir_RNA23122_R3	gene_1010
Dqua_RNA1599_R0	gene_1011
