Cbir_RNA17330_R5	gene_0
Aech_RNA777_R0	gene_575
Mpha_RNA14288_R0	gene_575
Nvit_RNA24308_R1	gene_575
Aech_RNA780_R0	gene_576
Aech_RNA783_R0	gene_577
Aech_RNA784_R0	gene_578
Dqua_RNA4876_R0	gene_578
Dqua_RNA21310_R3	gene_579
Aech_RNA790_R0	gene_580
Nvit_RNA10433_R1	gene_581
Aech_RNA793_R0	gene_582
Nvit_RNA2632_R0	gene_582
Aech_RNA794_R0	gene_583
Sinv_RNA18504_R0	gene_583
Nvit_RNA9857_R0	gene_583
Nvit_RNA9858_R0	gene_583
Sinv_RNA19236_R0	gene_583
Nvit_RNA9861_R0	gene_583
Lhum_RNA6824_R0	gene_584
Aech_RNA817_R0	gene_585
Aech_RNA826_R0	gene_586
Aech_RNA829_R0	gene_587
Aech_RNA835_R0	gene_588
Aech_RNA836_R0	gene_589
Aech_RNA837_R0	gene_590
Aech_RNA789_R0	gene_591
Nvit_RNA2637_R0	gene_592
Aech_RNA792_R0	gene_593
Sinv_RNA17728_R0	gene_593
Cbir_RNA15224_R0	gene_593
Sinv_RNA4369_R0	gene_593
Aech_RNA795_R0	gene_594
Dqua_RNA17953_R0	gene_594
Sinv_RNA21650_R0	gene_594
Aech_RNA823_R0	gene_595
Cbir_RNA18330_R0	gene_595
Dqua_RNA11234_R1	gene_595
Cbir_RNA18326_R1	gene_595
Dqua_RNA11231_R1	gene_595
Aech_RNA830_R0	gene_596
Aech_RNA834_R0	gene_596
Aech_RNA838_R0	gene_597
Lhum_RNA11792_R0	gene_598
Sinv_RNA14885_R0	gene_598
Sinv_RNA11560_R0	gene_598
Sinv_RNA19360_R0	gene_598
Aech_RNA841_R0	gene_599
Dqua_RNA4994_R0	gene_599
Dqua_RNA22554_R0	gene_599
Aech_RNA844_R0	gene_600
Sinv_RNA16896_R7	gene_601
Sinv_RNA7223_R8	gene_602
Aech_RNA17416_R5	gene_603
Lhum_RNA20657_R4	gene_604
Lhum_RNA6538_R5	gene_605
Aech_RNA5233_R5	gene_606
Aech_RNA3635_R9	gene_607
Aech_RNA846_R0	gene_608
Nvit_RNA26114_R4	gene_609
Aech_RNA4443_R2	gene_610
Aech_RNA3549_R9	gene_611
Aech_RNA849_R0	gene_612
Dqua_RNA20135_R8	gene_613
Aech_RNA2349_R1	gene_614
Aech_RNA6293_R1	gene_615
Cbir_RNA12097_R6	gene_616
Aech_RNA866_R0	gene_617
Nvit_RNA8576_R2	gene_618
Cbir_RNA6921_R3	gene_619
Aech_RNA11607_R5	gene_620
Aech_RNA15372_R9	gene_621
Aech_RNA856_R0	gene_622
Aech_RNA860_R0	gene_622
Aech_RNA861_R0	gene_623
Aech_RNA14747_R7	gene_624
Mpha_RNA2964_R6	gene_625
Lhum_RNA903_R6	gene_626
Sinv_RNA19228_R3	gene_627
Sinv_RNA21420_R4	gene_628
Aech_RNA862_R0	gene_629
Aech_RNA863_R0	gene_630
Aech_RNA865_R0	gene_630
Aech_RNA864_R0	gene_630
Aech_RNA5094_R4	gene_631
Sinv_RNA8820_R0	gene_632
Cbir_RNA6065_R3	gene_633
Mpha_RNA19809_R2	gene_634
Cbir_RNA21135_R5	gene_635
Aech_RNA13253_R9	gene_636
Sinv_RNA12810_R5	gene_637
Dqua_RNA19816_R0	gene_638
Sinv_RNA18534_R2	gene_639
Aech_RNA9078_R1	gene_640
Sinv_RNA17011_R3	gene_641
Aech_RNA869_R0	gene_642
Aech_RNA873_R0	gene_643
Aech_RNA875_R0	gene_644
Aech_RNA877_R0	gene_645
Lhum_RNA21846_R0	gene_646
Aech_RNA878_R0	gene_647
Dqua_RNA14409_R0	gene_647
Dqua_RNA21328_R0	gene_647
Aech_RNA881_R0	gene_648
Aech_RNA884_R0	gene_649
Aech_RNA883_R0	gene_649
Aech_RNA885_R0	gene_650
Aech_RNA889_R0	gene_650
Aech_RNA896_R0	gene_651
Aech_RNA894_R0	gene_651
Aech_RNA895_R0	gene_651
Aech_RNA900_R0	gene_652
Aech_RNA910_R0	gene_653
Aech_RNA906_R0	gene_653
Sinv_RNA21260_R0	gene_653
Sinv_RNA13417_R0	gene_653
Amel_RNA2838_R0	gene_653
Aech_RNA911_R0	gene_654
Aech_RNA912_R0	gene_654
Sinv_RNA13413_R1	gene_654
Dmel_RNA28895_R0	gene_654
Dmel_RNA33419_R5	gene_654
Aech_RNA913_R0	gene_655
Aech_RNA914_R0	gene_656
Aech_RNA916_R0	gene_656
Amel_RNA14464_R0	gene_656
Aech_RNA923_R0	gene_657
Sinv_RNA13403_R0	gene_657
Aech_RNA925_R0	gene_658
Aech_RNA934_R0	gene_659
Amel_RNA8428_R0	gene_659
Aech_RNA936_R0	gene_660
Sinv_RNA13389_R0	gene_660
Sinv_RNA13388_R0	gene_661
Aech_RNA943_R0	gene_662
Aech_RNA942_R0	gene_663
Aech_RNA950_R0	gene_664
Dmel_RNA6891_R0	gene_664
Aech_RNA951_R0	gene_665
Aech_RNA955_R0	gene_666
Aech_RNA957_R0	gene_667
Aech_RNA964_R0	gene_667
Cbir_RNA18248_R0	gene_667
Nvit_RNA10654_R0	gene_667
Aech_RNA11153_R8	gene_668
Aech_RNA976_R0	gene_669
Mpha_RNA9782_R0	gene_670
Mpha_RNA18553_R0	gene_671
Aech_RNA988_R0	gene_672
Aech_RNA994_R0	gene_673
Cbir_RNA15308_R0	gene_673
Aech_RNA1000_R0	gene_674
Aech_RNA1003_R0	gene_675
Aech_RNA1004_R0	gene_675
Sinv_RNA8195_R1	gene_675
Dmel_RNA32780_R8	gene_676
Aech_RNA1009_R0	gene_677
Lhum_RNA17268_R1	gene_677
Amel_RNA8909_R1	gene_677
Dqua_RNA22554_R1	gene_677
Sinv_RNA17278_R4	gene_677
Aech_RNA874_R0	gene_678
Aech_RNA876_R0	gene_679
Aech_RNA15559_R3	gene_680
Cbir_RNA18200_R0	gene_681
Aech_RNA905_R0	gene_681
Aech_RNA903_R0	gene_681
Mpha_RNA11064_R0	gene_681
Sinv_RNA13420_R0	gene_681
Dmel_RNA22712_R1	gene_681
Sinv_RNA21260_R3	gene_681
Aech_RNA908_R0	gene_682
Aech_RNA918_R0	gene_683
Sinv_RNA10271_R2	gene_683
Mpha_RNA14822_R0	gene_684
Aech_RNA921_R0	gene_684
Aech_RNA919_R0	gene_685
Aech_RNA922_R0	gene_686
Sinv_RNA13405_R0	gene_686
Mpha_RNA7778_R0	gene_686
Aech_RNA924_R0	gene_687
Dmel_RNA11008_R7	gene_688
Aech_RNA929_R0	gene_689
Aech_RNA927_R0	gene_689
Sinv_RNA13399_R0	gene_689
Aech_RNA933_R0	gene_690
Aech_RNA940_R0	gene_691
Dmel_RNA15585_R0	gene_691
Aech_RNA944_R0	gene_692
Amel_RNA8421_R0	gene_692
Aech_RNA947_R0	gene_693
Aech_RNA948_R0	gene_693
Sinv_RNA13378_R0	gene_694
Aech_RNA954_R0	gene_695
Aech_RNA953_R0	gene_695
Aech_RNA956_R0	gene_696
Cbir_RNA18241_R0	gene_696
Aech_RNA966_R0	gene_697
Mpha_RNA18549_R0	gene_697
Aech_RNA975_R0	gene_698
Aech_RNA979_R0	gene_699
Mpha_RNA6744_R0	gene_700
Aech_RNA982_R0	gene_701
Mpha_RNA6742_R0	gene_701
Aech_RNA983_R0	gene_702
Aech_RNA985_R0	gene_703
Aech_RNA986_R0	gene_704
Aech_RNA989_R0	gene_705
Amel_RNA8778_R0	gene_705
Aech_RNA993_R0	gene_706
Aech_RNA992_R0	gene_706
Aech_RNA999_R0	gene_707
Sinv_RNA2647_R0	gene_707
Sinv_RNA2648_R0	gene_707
Nvit_RNA16407_R0	gene_707
Sinv_RNA2656_R0	gene_708
Amel_RNA19913_R3	gene_709
Sinv_RNA2658_R0	gene_710
Aech_RNA1006_R0	gene_711
Aech_RNA1007_R0	gene_712
Sinv_RNA9450_R0	gene_712
Aech_RNA1008_R0	gene_713
Amel_RNA8898_R0	gene_713
Aech_RNA1010_R0	gene_714
Aech_RNA5730_R8	gene_715
Cbir_RNA18453_R0	gene_716
Mpha_RNA7673_R0	gene_717
Aech_RNA1012_R0	gene_718
Aech_RNA1013_R0	gene_719
Mpha_RNA6590_R0	gene_720
Cbir_RNA16648_R0	gene_721
Sinv_RNA13250_R0	gene_722
Aech_RNA1021_R0	gene_723
Lhum_RNA18444_R0	gene_724
Lhum_RNA18445_R0	gene_724
Dmel_RNA29695_R0	gene_724
Sinv_RNA13235_R0	gene_725
Aech_RNA1026_R0	gene_726
Nvit_RNA23474_R0	gene_727
Aech_RNA1027_R0	gene_728
Aech_RNA1028_R0	gene_729
Aech_RNA1032_R0	gene_730
Cbir_RNA10167_R0	gene_730
Mpha_RNA18563_R0	gene_730
Aech_RNA1035_R0	gene_731
Aech_RNA1033_R0	gene_732
Aech_RNA1039_R0	gene_733
Dqua_RNA22392_R0	gene_734
Aech_RNA1042_R0	gene_735
Aech_RNA1048_R0	gene_736
Dqua_RNA22404_R0	gene_736
Dqua_RNA507_R0	gene_737
Aech_RNA1079_R0	gene_737
Aech_RNA1065_R0	gene_737
Aech_RNA1069_R0	gene_737
Aech_RNA1085_R0	gene_738
Dmel_RNA2034_R1	gene_738
Aech_RNA1102_R0	gene_739
Aech_RNA1011_R0	gene_740
Dmel_RNA17896_R0	gene_740
Aech_RNA1016_R0	gene_741
Mpha_RNA15020_R0	gene_742
Mpha_RNA20847_R0	gene_743
Aech_RNA1017_R0	gene_744
Dmel_RNA15179_R0	gene_744
Aech_RNA1020_R0	gene_745
Aech_RNA1019_R0	gene_745
Mpha_RNA1258_R0	gene_745
Dqua_RNA23661_R0	gene_745
Aech_RNA1022_R0	gene_746
Aech_RNA1025_R0	gene_747
Aech_RNA1029_R0	gene_748
Mpha_RNA10813_R0	gene_748
Aech_RNA1037_R0	gene_749
Aech_RNA1036_R0	gene_749
Dqua_RNA22389_R0	gene_749
Aech_RNA1041_R0	gene_750
Aech_RNA1040_R0	gene_750
Aech_RNA1043_R0	gene_751
Aech_RNA1044_R0	gene_751
Cbir_RNA16386_R0	gene_751
Dmel_RNA15755_R0	gene_751
Sinv_RNA6763_R0	gene_752
Aech_RNA1051_R0	gene_753
Sinv_RNA6759_R0	gene_753
Aech_RNA1054_R0	gene_754
Lhum_RNA18488_R0	gene_754
Amel_RNA28898_R0	gene_754
Aech_RNA1056_R0	gene_755
Aech_RNA1057_R0	gene_756
Aech_RNA1078_R0	gene_757
Aech_RNA1077_R0	gene_757
Aech_RNA1082_R0	gene_758
Aech_RNA1083_R0	gene_758
Aech_RNA1080_R0	gene_758
Aech_RNA1084_R0	gene_758
Mpha_RNA17757_R0	gene_758
Aech_RNA1100_R0	gene_759
Aech_RNA1106_R0	gene_760
Aech_RNA1110_R0	gene_760
Aech_RNA1111_R0	gene_760
Amel_RNA1969_R0	gene_760
Amel_RNA1972_R0	gene_760
Dmel_RNA4717_R0	gene_760
Aech_RNA1112_R0	gene_761
Sinv_RNA6727_R0	gene_761
Amel_RNA1980_R0	gene_761
Aech_RNA1113_R0	gene_762
Aech_RNA1125_R0	gene_763
Sinv_RNA17252_R0	gene_763
Dqua_RNA18598_R0	gene_763
Dqua_RNA12946_R0	gene_764
Aech_RNA13557_R1	gene_765
Lhum_RNA17807_R0	gene_766
Aech_RNA1117_R0	gene_767
Aech_RNA1121_R0	gene_767
Aech_RNA1120_R0	gene_767
Aech_RNA1126_R0	gene_768
Aech_RNA1131_R0	gene_769
Aech_RNA1130_R0	gene_770
Aech_RNA1131_R1	gene_771
Aech_RNA17394_R2	gene_772
Aech_RNA1134_R0	gene_773
Aech_RNA1135_R0	gene_774
Aech_RNA1138_R0	gene_774
Amel_RNA16461_R0	gene_774
Cbir_RNA1497_R0	gene_775
Lhum_RNA6538_R8	gene_776
Sinv_RNA21410_R6	gene_777
Sinv_RNA3167_R5	gene_778
Aech_RNA1140_R0	gene_779
Aech_RNA1144_R0	gene_780
Aech_RNA1160_R0	gene_781
Aech_RNA1162_R0	gene_782
Aech_RNA1172_R0	gene_783
Aech_RNA1174_R0	gene_784
Aech_RNA1180_R0	gene_785
Mpha_RNA14171_R0	gene_785
Aech_RNA1187_R0	gene_786
Aech_RNA1194_R0	gene_787
Dmel_RNA28317_R0	gene_787
Aech_RNA1199_R0	gene_788
Sinv_RNA188_R0	gene_788
Amel_RNA2136_R0	gene_788
Dmel_RNA21217_R0	gene_788
Aech_RNA1210_R0	gene_789
Aech_RNA1221_R0	gene_790
Lhum_RNA359_R0	gene_790
Mpha_RNA23567_R1	gene_790
Sinv_RNA13202_R4	gene_790
Aech_RNA1224_R0	gene_791
Dmel_RNA26127_R1	gene_792
Aech_RNA1238_R0	gene_793
Aech_RNA1241_R0	gene_793
Nvit_RNA25372_R0	gene_793
Aech_RNA1242_R0	gene_794
Aech_RNA1246_R0	gene_795
Aech_RNA1255_R0	gene_796
Aech_RNA1257_R0	gene_797
Dqua_RNA9037_R0	gene_797
Aech_RNA1259_R0	gene_798
Sinv_RNA17750_R0	gene_799
Aech_RNA1263_R0	gene_800
Sinv_RNA9150_R1	gene_800
Mpha_RNA2289_R1	gene_800
Aech_RNA1268_R0	gene_801
Aech_RNA1267_R0	gene_802
Amel_RNA25966_R0	gene_802
Aech_RNA1276_R0	gene_803
Sinv_RNA17341_R0	gene_803
Aech_RNA1280_R0	gene_804
Aech_RNA1282_R0	gene_805
Mpha_RNA8411_R0	gene_805
Aech_RNA1284_R0	gene_806
Aech_RNA1284_R1	gene_807
Sinv_RNA20070_R1	gene_807
Aech_RNA1288_R0	gene_808
Aech_RNA1298_R0	gene_809
Mpha_RNA12772_R0	gene_809
Aech_RNA1309_R0	gene_810
Sinv_RNA9007_R0	gene_810
Aech_RNA1307_R0	gene_810
Dqua_RNA18750_R0	gene_810
Lhum_RNA10504_R0	gene_810
Dmel_RNA23141_R0	gene_810
Aech_RNA1311_R0	gene_811
Aech_RNA1314_R0	gene_812
Aech_RNA1318_R0	gene_813
Aech_RNA1320_R0	gene_813
Aech_RNA1319_R0	gene_813
Aech_RNA1142_R0	gene_814
Sinv_RNA16887_R0	gene_815
Aech_RNA1145_R0	gene_816
Aech_RNA1147_R0	gene_817
Aech_RNA1151_R0	gene_817
Aech_RNA1152_R0	gene_818
Aech_RNA1153_R0	gene_818
Amel_RNA25961_R0	gene_818
Aech_RNA1157_R0	gene_819
Dqua_RNA815_R1	gene_819
Aech_RNA1159_R0	gene_820
Aech_RNA1164_R0	gene_821
Aech_RNA1173_R0	gene_822
Aech_RNA1175_R0	gene_823
Cbir_RNA10796_R1	gene_824
Aech_RNA1183_R0	gene_825
Aech_RNA1186_R0	gene_826
Mpha_RNA15745_R0	gene_826
Aech_RNA1191_R0	gene_827
Mpha_RNA10243_R0	gene_828
Aech_RNA1202_R0	gene_829
Aech_RNA1204_R0	gene_830
Aech_RNA1203_R0	gene_830
Mpha_RNA10233_R0	gene_830
Mpha_RNA10235_R0	gene_830
Nvit_RNA10102_R0	gene_830
Aech_RNA1206_R0	gene_831
Aech_RNA1225_R0	gene_832
Nvit_RNA1687_R1	gene_832
Aech_RNA1226_R0	gene_833
Aech_RNA1228_R0	gene_834
Cbir_RNA23466_R0	gene_835
Aech_RNA1231_R0	gene_836
Aech_RNA1233_R0	gene_837
Aech_RNA1237_R0	gene_838
Aech_RNA1244_R0	gene_839
Aech_RNA1245_R0	gene_839
Lhum_RNA13907_R0	gene_839
Lhum_RNA13911_R0	gene_839
Aech_RNA1250_R0	gene_840
Sinv_RNA12303_R0	gene_840
Amel_RNA5662_R0	gene_840
Aech_RNA1251_R0	gene_841
Mpha_RNA17667_R0	gene_841
Mpha_RNA18313_R0	gene_842
Aech_RNA1254_R0	gene_843
Mpha_RNA11495_R0	gene_844
Aech_RNA1262_R0	gene_845
Mpha_RNA3180_R0	gene_845
Dqua_RNA8421_R0	gene_845
Aech_RNA1271_R0	gene_846
Nvit_RNA14056_R0	gene_847
Aech_RNA1278_R0	gene_848
Mpha_RNA8206_R0	gene_848
Mpha_RNA21757_R0	gene_848
Sinv_RNA9063_R0	gene_848
Aech_RNA1281_R0	gene_849
Mpha_RNA16953_R0	gene_849
Amel_RNA25995_R0	gene_849
Aech_RNA1287_R0	gene_850
Aech_RNA1286_R0	gene_850
Aech_RNA1296_R0	gene_851
Mpha_RNA21955_R0	gene_851
Aech_RNA1300_R0	gene_852
Aech_RNA1299_R0	gene_852
Amel_RNA19418_R0	gene_852
Amel_RNA19416_R0	gene_852
Mpha_RNA12783_R0	gene_853
Dqua_RNA8905_R0	gene_854
Aech_RNA1317_R0	gene_855
Aech_RNA1321_R0	gene_856
Aech_RNA1322_R0	gene_857
Aech_RNA1330_R0	gene_858
Aech_RNA1332_R0	gene_859
Aech_RNA1337_R0	gene_860
Aech_RNA1333_R0	gene_861
Dqua_RNA18313_R2	gene_862
Sinv_RNA5786_R9	gene_863
Dqua_RNA1568_R6	gene_864
Nvit_RNA26175_R0	gene_865
Nvit_RNA5849_R0	gene_866
Sinv_RNA18908_R2	gene_867
Aech_RNA4242_R8	gene_868
Mpha_RNA1639_R9	gene_869
Sinv_RNA9660_R0	gene_870
Sinv_RNA21287_R5	gene_871
Cbir_RNA6274_R7	gene_872
Sinv_RNA19164_R8	gene_873
Aech_RNA13253_R6	gene_874
Aech_RNA1339_R0	gene_875
Dqua_RNA12135_R0	gene_875
Sinv_RNA3506_R0	gene_875
Amel_RNA28439_R3	gene_876
Cbir_RNA4885_R0	gene_877
Cbir_RNA10060_R3	gene_878
Amel_RNA19913_R5	gene_879
Aech_RNA1342_R0	gene_880
Aech_RNA1341_R0	gene_881
Aech_RNA1348_R0	gene_882
Aech_RNA1350_R0	gene_883
Cbir_RNA21191_R0	gene_883
Cbir_RNA21189_R0	gene_883
Aech_RNA1352_R0	gene_884
Aech_RNA1356_R0	gene_885
Aech_RNA1364_R0	gene_886
Aech_RNA1368_R0	gene_887
Mpha_RNA12401_R2	gene_888
Aech_RNA1388_R0	gene_889
Lhum_RNA3777_R0	gene_889
Aech_RNA1389_R0	gene_890
Aech_RNA1394_R0	gene_891
Aech_RNA1395_R0	gene_891
Aech_RNA1393_R0	gene_891
Aech_RNA1399_R0	gene_892
Aech_RNA1406_R0	gene_893
Aech_RNA21276_R9	gene_894
Aech_RNA1410_R0	gene_895
Aech_RNA1411_R0	gene_895
Nvit_RNA13618_R0	gene_895
Aech_RNA1415_R0	gene_896
Aech_RNA1416_R0	gene_896
Sinv_RNA16181_R0	gene_896
Aech_RNA1417_R0	gene_897
Aech_RNA1423_R0	gene_898
Aech_RNA1429_R0	gene_899
Aech_RNA1430_R0	gene_900
Aech_RNA1436_R0	gene_901
Aech_RNA1438_R0	gene_902
Aech_RNA1445_R0	gene_903
Aech_RNA1457_R0	gene_904
Aech_RNA1462_R0	gene_905
Aech_RNA1465_R0	gene_906
Aech_RNA1471_R0	gene_907
Nvit_RNA25488_R0	gene_907
Aech_RNA1476_R0	gene_908
Cbir_RNA14625_R0	gene_908
Aech_RNA1477_R0	gene_908
Nvit_RNA7681_R0	gene_908
Sinv_RNA16132_R0	gene_909
Aech_RNA1491_R0	gene_910
Aech_RNA1495_R0	gene_911
Aech_RNA1498_R0	gene_912
Dqua_RNA21023_R2	gene_913
Sinv_RNA16119_R0	gene_914
Sinv_RNA16117_R0	gene_915
Aech_RNA1519_R0	gene_916
Aech_RNA1522_R0	gene_917
Aech_RNA1526_R0	gene_918
Aech_RNA1527_R0	gene_918
Aech_RNA1529_R0	gene_919
Sinv_RNA18994_R5	gene_920
Aech_RNA1533_R0	gene_921
Aech_RNA1534_R0	gene_922
Sinv_RNA16092_R0	gene_923
Aech_RNA1539_R0	gene_923
Mpha_RNA7728_R0	gene_923
Aech_RNA1543_R0	gene_923
Aech_RNA1546_R0	gene_924
Sinv_RNA10303_R0	gene_925
Dmel_RNA16185_R0	gene_925
Aech_RNA1552_R0	gene_926
Aech_RNA1557_R0	gene_926
Aech_RNA1562_R0	gene_926
Aech_RNA1558_R0	gene_926
Aech_RNA1559_R0	gene_926
Aech_RNA1560_R0	gene_926
Sinv_RNA10307_R0	gene_926
Mpha_RNA20891_R0	gene_926
Nvit_RNA6734_R0	gene_926
Dmel_RNA3578_R0	gene_926
Aech_RNA1567_R0	gene_927
Dmel_RNA23840_R0	gene_927
Aech_RNA1570_R0	gene_928
Aech_RNA1572_R0	gene_929
Mpha_RNA10983_R0	gene_929
Aech_RNA1578_R0	gene_930
Aech_RNA1580_R0	gene_931
Aech_RNA1583_R0	gene_932
Aech_RNA1586_R0	gene_933
Amel_RNA18729_R0	gene_933
Dmel_RNA7288_R0	gene_933
Aech_RNA1591_R0	gene_934
Aech_RNA1592_R0	gene_935
Amel_RNA28002_R0	gene_935
Aech_RNA1593_R0	gene_936
Aech_RNA1595_R0	gene_937
Aech_RNA1602_R0	gene_938
Aech_RNA1598_R0	gene_939
Lhum_RNA21057_R0	gene_939
Sinv_RNA18189_R0	gene_940
Aech_RNA1612_R0	gene_941
Aech_RNA1615_R0	gene_942
Sinv_RNA11730_R0	gene_942
Aech_RNA1621_R0	gene_943
Sinv_RNA21312_R0	gene_943
Aech_RNA1625_R0	gene_944
Mpha_RNA12184_R0	gene_945
Aech_RNA1627_R0	gene_946
Aech_RNA1629_R0	gene_947
Mpha_RNA2867_R0	gene_947
Aech_RNA1633_R0	gene_948
Aech_RNA1632_R0	gene_948
Aech_RNA1634_R0	gene_948
Aech_RNA1636_R0	gene_949
Dmel_RNA23796_R0	gene_949
Aech_RNA1637_R0	gene_950
Lhum_RNA21017_R0	gene_950
Amel_RNA18713_R0	gene_950
Aech_RNA1640_R0	gene_951
Cbir_RNA22763_R0	gene_951
Cbir_RNA22764_R0	gene_951
Amel_RNA18716_R0	gene_951
Aech_RNA1638_R0	gene_952
Aech_RNA1639_R0	gene_953
Aech_RNA1647_R0	gene_954
Aech_RNA1648_R0	gene_955
Aech_RNA1649_R0	gene_955
Aech_RNA1650_R0	gene_956
Sinv_RNA11698_R0	gene_956
Aech_RNA1654_R0	gene_957
Aech_RNA1656_R0	gene_958
Aech_RNA1657_R0	gene_959
Aech_RNA1659_R0	gene_960
Sinv_RNA11682_R0	gene_960
Amel_RNA9001_R0	gene_961
Sinv_RNA11679_R0	gene_962
Nvit_RNA11988_R1	gene_963
Aech_RNA1664_R0	gene_964
Aech_RNA1668_R0	gene_965
Aech_RNA1670_R0	gene_966
Aech_RNA1675_R0	gene_967
Aech_RNA1678_R0	gene_968
Sinv_RNA11667_R0	gene_968
Mpha_RNA9637_R0	gene_968
Lhum_RNA20843_R0	gene_968
Aech_RNA1677_R0	gene_969
Aech_RNA1679_R0	gene_970
Aech_RNA1680_R0	gene_970
Aech_RNA1685_R0	gene_970
Aech_RNA1681_R0	gene_970
Sinv_RNA11664_R0	gene_970
Cbir_RNA2203_R0	gene_970
Lhum_RNA20855_R0	gene_970
Aech_RNA1690_R0	gene_970
Dqua_RNA935_R0	gene_970
Lhum_RNA20858_R0	gene_970
Dqua_RNA942_R0	gene_970
Nvit_RNA17212_R0	gene_970
Nvit_RNA17210_R0	gene_970
Amel_RNA9904_R0	gene_970
Cbir_RNA10796_R2	gene_971
Aech_RNA1702_R0	gene_972
Aech_RNA1705_R0	gene_973
Aech_RNA1713_R0	gene_974
Aech_RNA1717_R0	gene_975
Aech_RNA1716_R0	gene_975
Aech_RNA1721_R0	gene_976
Aech_RNA1725_R0	gene_976
Aech_RNA1726_R0	gene_976
Aech_RNA1727_R0	gene_976
Mpha_RNA11969_R0	gene_976
Mpha_RNA11973_R0	gene_976
Mpha_RNA11972_R0	gene_976
Sinv_RNA20972_R0	gene_976
Aech_RNA1735_R0	gene_977
Dqua_RNA22371_R0	gene_977
Aech_RNA1740_R0	gene_978
Dmel_RNA2787_R2	gene_978
Aech_RNA1741_R0	gene_979
Aech_RNA1746_R0	gene_980
Mpha_RNA2576_R0	gene_980
Mpha_RNA2577_R0	gene_980
Aech_RNA1748_R0	gene_981
Aech_RNA1749_R0	gene_982
Aech_RNA1752_R0	gene_983
Aech_RNA1754_R0	gene_984
Aech_RNA1756_R0	gene_985
Aech_RNA1757_R0	gene_986
Aech_RNA1758_R0	gene_987
Aech_RNA1762_R0	gene_988
Aech_RNA1763_R0	gene_988
Lhum_RNA3847_R1	gene_988
Dmel_RNA25274_R2	gene_988
Aech_RNA1761_R0	gene_989
Sinv_RNA2157_R0	gene_990
Aech_RNA1768_R0	gene_991
Aech_RNA1773_R0	gene_991
Aech_RNA1774_R0	gene_991
Dmel_RNA3928_R0	gene_991
Aech_RNA1776_R0	gene_992
Mpha_RNA17963_R0	gene_992
Sinv_RNA2244_R0	gene_993
Aech_RNA1788_R0	gene_994
Sinv_RNA2238_R0	gene_995
Dmel_RNA12798_R0	gene_995
Aech_RNA1792_R0	gene_996
Aech_RNA1793_R0	gene_996
Lhum_RNA18676_R0	gene_996
Lhum_RNA18675_R0	gene_996
Sinv_RNA2236_R0	gene_996
Aech_RNA1794_R0	gene_997
Cbir_RNA13116_R0	gene_997
Sinv_RNA1151_R0	gene_997
Dmel_RNA8809_R0	gene_997
Aech_RNA1795_R0	gene_998
Aech_RNA1796_R0	gene_998
Mpha_RNA16931_R0	gene_998
Aech_RNA1801_R0	gene_999
Aech_RNA1800_R0	gene_999
Sinv_RNA1030_R0	gene_999
Dmel_RNA7665_R0	gene_999
Sinv_RNA1031_R0	gene_999
Aech_RNA1802_R0	gene_1000
Nvit_RNA13846_R0	gene_1000
Aech_RNA1806_R0	gene_1001
Aech_RNA1811_R0	gene_1002
Aech_RNA1810_R0	gene_1002
Aech_RNA1816_R0	gene_1003
Aech_RNA18785_R1	gene_1004
Aech_RNA1819_R0	gene_1005
Nvit_RNA13877_R0	gene_1005
Aech_RNA1820_R0	gene_1006
Amel_RNA573_R0	gene_1006
Amel_RNA576_R0	gene_1007
Aech_RNA1830_R0	gene_1008
Sinv_RNA6449_R0	gene_1008
Sinv_RNA9074_R0	gene_1008
Sinv_RNA16237_R1	gene_1009
Aech_RNA1344_R0	gene_1010
Aech_RNA1345_R0	gene_1011
Nvit_RNA12227_R5	gene_1011
Aech_RNA1346_R0	gene_1012
Aech_RNA1347_R0	gene_1013
Cbir_RNA14189_R0	gene_1013
Cbir_RNA14190_R0	gene_1013
Aech_RNA1349_R0	gene_1014
Aech_RNA1353_R0	gene_1015
Aech_RNA1355_R0	gene_1016
Aech_RNA1357_R0	gene_1017
Aech_RNA1358_R0	gene_1018
Lhum_RNA12092_R0	gene_1018
Sinv_RNA16216_R0	gene_1019
Aech_RNA1360_R0	gene_1020
Aech_RNA1365_R0	gene_1021
Aech_RNA1366_R0	gene_1022
Dmel_RNA9280_R0	gene_1022
Aech_RNA1369_R0	gene_1023
Aech_RNA1381_R0	gene_1024
Mpha_RNA15018_R0	gene_1024
Dmel_RNA12688_R0	gene_1024
Aech_RNA3989_R5	gene_1025
Sinv_RNA9314_R3	gene_1026
Cbir_RNA21543_R6	gene_1027
Mpha_RNA7237_R0	gene_1028
Mpha_RNA17851_R0	gene_1029
Dmel_RNA15112_R3	gene_1030
Dmel_RNA10507_R0	gene_1031
Aech_RNA1391_R0	gene_1032
Aech_RNA1396_R0	gene_1033
Cbir_RNA18642_R0	gene_1033
Aech_RNA1397_R0	gene_1034
Aech_RNA1401_R0	gene_1035
Aech_RNA1403_R0	gene_1036
Aech_RNA1402_R0	gene_1037
Aech_RNA1405_R0	gene_1038
Mpha_RNA3158_R0	gene_1039
Aech_RNA1413_R0	gene_1040
Aech_RNA1414_R0	gene_1041
Aech_RNA1419_R0	gene_1042
Sinv_RNA16178_R0	gene_1042
Nvit_RNA12392_R0	gene_1042
Aech_RNA1426_R0	gene_1043
Aech_RNA1425_R0	gene_1043
