Cbir_RNA25344_R1	gene_0
Sinv_RNA690_R0	gene_577
Sinv_RNA691_R0	gene_578
Sinv_RNA693_R0	gene_579
Sinv_RNA695_R0	gene_579
Lhum_RNA13138_R0	gene_579
Sinv_RNA696_R0	gene_580
Sinv_RNA699_R0	gene_581
Aech_RNA10190_R0	gene_582
Dqua_RNA21171_R0	gene_582
Sinv_RNA710_R0	gene_583
Lhum_RNA22656_R1	gene_584
Dqua_RNA1512_R0	gene_585
Sinv_RNA11061_R2	gene_586
Sinv_RNA716_R0	gene_587
Sinv_RNA18918_R7	gene_588
Sinv_RNA717_R0	gene_589
Lhum_RNA7018_R3	gene_590
Cbir_RNA25529_R0	gene_591
Aech_RNA5787_R5	gene_592
Sinv_RNA720_R0	gene_593
Mpha_RNA15522_R0	gene_593
Sinv_RNA719_R0	gene_594
Sinv_RNA724_R0	gene_595
Sinv_RNA727_R0	gene_596
Cbir_RNA14651_R0	gene_596
Amel_RNA13841_R0	gene_596
Sinv_RNA729_R0	gene_597
Sinv_RNA730_R0	gene_598
Sinv_RNA731_R0	gene_598
Cbir_RNA14647_R0	gene_599
Sinv_RNA733_R0	gene_599
Lhum_RNA9795_R0	gene_599
Sinv_RNA736_R0	gene_599
Aech_RNA3110_R0	gene_599
Nvit_RNA5493_R0	gene_599
Sinv_RNA737_R0	gene_600
Sinv_RNA739_R0	gene_601
Sinv_RNA741_R0	gene_602
Aech_RNA3100_R4	gene_602
Sinv_RNA749_R0	gene_603
Sinv_RNA722_R0	gene_604
Sinv_RNA726_R0	gene_605
Mpha_RNA23514_R0	gene_605
Dmel_RNA28594_R1	gene_606
Sinv_RNA738_R0	gene_607
Sinv_RNA744_R0	gene_608
Sinv_RNA743_R0	gene_608
Cbir_RNA14639_R0	gene_608
Dmel_RNA33154_R0	gene_608
Sinv_RNA742_R0	gene_609
Sinv_RNA747_R0	gene_610
Nvit_RNA24949_R0	gene_610
Sinv_RNA751_R0	gene_611
Dmel_RNA23644_R0	gene_611
Lhum_RNA7473_R6	gene_612
Sinv_RNA21196_R8	gene_613
Sinv_RNA21575_R4	gene_614
Sinv_RNA5368_R3	gene_615
Mpha_RNA5179_R0	gene_616
Sinv_RNA9916_R6	gene_617
Sinv_RNA755_R0	gene_618
Aech_RNA20528_R0	gene_619
Sinv_RNA757_R0	gene_620
Sinv_RNA758_R0	gene_621
Dmel_RNA17011_R0	gene_622
Sinv_RNA762_R0	gene_623
Sinv_RNA764_R0	gene_624
Mpha_RNA8786_R0	gene_625
Sinv_RNA771_R0	gene_626
Cbir_RNA10481_R0	gene_626
Dmel_RNA27908_R0	gene_626
Sinv_RNA777_R0	gene_627
Sinv_RNA785_R0	gene_628
Sinv_RNA784_R0	gene_628
Mpha_RNA7332_R0	gene_628
Cbir_RNA12136_R0	gene_628
Sinv_RNA790_R0	gene_629
Sinv_RNA793_R0	gene_630
Sinv_RNA799_R0	gene_631
Sinv_RNA800_R0	gene_631
Dmel_RNA20747_R1	gene_631
Sinv_RNA801_R0	gene_632
Sinv_RNA806_R0	gene_633
Sinv_RNA807_R0	gene_634
Dqua_RNA6797_R0	gene_634
Sinv_RNA810_R0	gene_635
Nvit_RNA5877_R0	gene_635
Mpha_RNA9534_R0	gene_636
Sinv_RNA817_R0	gene_637
Sinv_RNA816_R0	gene_638
Sinv_RNA813_R0	gene_639
Cbir_RNA22576_R0	gene_639
Mpha_RNA9544_R0	gene_640
Aech_RNA10168_R0	gene_640
Aech_RNA10170_R0	gene_640
Sinv_RNA821_R0	gene_641
Sinv_RNA823_R0	gene_642
Sinv_RNA825_R0	gene_643
Aech_RNA10150_R0	gene_644
Nvit_RNA10415_R0	gene_644
Sinv_RNA830_R0	gene_645
Sinv_RNA831_R0	gene_646
Sinv_RNA837_R0	gene_647
Sinv_RNA839_R0	gene_648
Sinv_RNA842_R0	gene_649
Cbir_RNA23573_R0	gene_650
Aech_RNA7614_R7	gene_651
Sinv_RNA848_R0	gene_652
Mpha_RNA4247_R0	gene_653
Sinv_RNA849_R0	gene_654
Sinv_RNA850_R0	gene_654
Lhum_RNA19219_R0	gene_654
Dqua_RNA4252_R0	gene_654
Sinv_RNA851_R0	gene_655
Sinv_RNA856_R0	gene_656
Sinv_RNA853_R0	gene_656
Sinv_RNA852_R0	gene_657
Sinv_RNA865_R0	gene_658
Sinv_RNA870_R0	gene_659
Sinv_RNA879_R0	gene_660
Nvit_RNA10333_R0	gene_661
Sinv_RNA889_R0	gene_662
Sinv_RNA892_R0	gene_663
Dmel_RNA16115_R0	gene_664
Lhum_RNA19171_R0	gene_665
Mpha_RNA5090_R0	gene_666
Lhum_RNA19167_R0	gene_667
Sinv_RNA902_R0	gene_668
Sinv_RNA904_R0	gene_669
Sinv_RNA908_R0	gene_670
Sinv_RNA913_R0	gene_671
Amel_RNA17149_R0	gene_671
Sinv_RNA916_R0	gene_672
Sinv_RNA921_R0	gene_673
Sinv_RNA930_R0	gene_674
Mpha_RNA1445_R0	gene_674
Aech_RNA20835_R6	gene_675
Sinv_RNA936_R0	gene_676
Sinv_RNA944_R0	gene_677
Mpha_RNA14486_R0	gene_678
Sinv_RNA953_R0	gene_679
Aech_RNA239_R0	gene_680
Sinv_RNA956_R0	gene_681
Sinv_RNA957_R0	gene_682
Nvit_RNA24891_R0	gene_682
Mpha_RNA13777_R0	gene_683
Dmel_RNA21105_R0	gene_683
Mpha_RNA13775_R0	gene_684
Sinv_RNA963_R0	gene_684
Sinv_RNA965_R0	gene_685
Sinv_RNA759_R0	gene_686
Nvit_RNA8171_R0	gene_686
Lhum_RNA9493_R0	gene_687
Sinv_RNA768_R0	gene_688
Aech_RNA10138_R0	gene_689
Nvit_RNA18735_R0	gene_689
Sinv_RNA775_R0	gene_690
Sinv_RNA779_R0	gene_691
Sinv_RNA780_R0	gene_691
Sinv_RNA781_R0	gene_692
Sinv_RNA782_R0	gene_692
Sinv_RNA786_R0	gene_693
Mpha_RNA7329_R0	gene_693
Mpha_RNA9816_R0	gene_694
Sinv_RNA791_R0	gene_695
Dqua_RNA6953_R0	gene_695
Sinv_RNA792_R0	gene_696
Aech_RNA18437_R0	gene_696
Sinv_RNA795_R0	gene_697
Nvit_RNA5914_R0	gene_697
Dmel_RNA20753_R1	gene_697
Sinv_RNA808_R0	gene_698
Sinv_RNA809_R0	gene_699
Mpha_RNA9527_R0	gene_699
Mpha_RNA5239_R0	gene_700
Amel_RNA1839_R0	gene_701
Sinv_RNA811_R0	gene_702
Sinv_RNA812_R0	gene_703
Sinv_RNA818_R0	gene_704
Nvit_RNA2499_R0	gene_704
Dmel_RNA6424_R0	gene_705
Sinv_RNA822_R0	gene_706
Sinv_RNA824_R0	gene_707
Sinv_RNA828_R0	gene_708
Sinv_RNA832_R0	gene_709
Cbir_RNA12161_R0	gene_709
Sinv_RNA833_R0	gene_710
Sinv_RNA841_R0	gene_711
Sinv_RNA843_R0	gene_712
Sinv_RNA845_R0	gene_713
Sinv_RNA846_R0	gene_714
Sinv_RNA857_R0	gene_715
Mpha_RNA20024_R0	gene_715
Sinv_RNA859_R0	gene_715
Sinv_RNA860_R0	gene_716
Sinv_RNA866_R0	gene_717
Sinv_RNA868_R0	gene_718
Sinv_RNA871_R0	gene_719
Sinv_RNA872_R0	gene_720
Mpha_RNA3935_R0	gene_720
Dmel_RNA15037_R2	gene_721
Sinv_RNA876_R0	gene_722
Sinv_RNA877_R0	gene_723
Aech_RNA177_R0	gene_724
Lhum_RNA19179_R0	gene_725
Cbir_RNA23940_R0	gene_726
Sinv_RNA884_R0	gene_727
Sinv_RNA886_R0	gene_727
Sinv_RNA887_R0	gene_727
Sinv_RNA885_R0	gene_727
Sinv_RNA890_R0	gene_728
Sinv_RNA893_R0	gene_729
Sinv_RNA897_R0	gene_730
Mpha_RNA6555_R4	gene_731
Sinv_RNA899_R0	gene_732
Cbir_RNA9378_R0	gene_732
Sinv_RNA901_R0	gene_733
Sinv_RNA903_R0	gene_734
Sinv_RNA905_R0	gene_735
Sinv_RNA912_R0	gene_736
Dmel_RNA28131_R1	gene_737
Sinv_RNA918_R0	gene_738
Sinv_RNA924_R0	gene_739
Sinv_RNA923_R0	gene_739
Dmel_RNA8465_R0	gene_739
Aech_RNA208_R0	gene_740
Mpha_RNA22954_R0	gene_741
Sinv_RNA926_R0	gene_742
Sinv_RNA933_R0	gene_743
Sinv_RNA932_R0	gene_743
Sinv_RNA931_R0	gene_743
Dqua_RNA11027_R0	gene_743
Sinv_RNA935_R0	gene_744
Sinv_RNA945_R0	gene_745
Sinv_RNA950_R0	gene_746
Mpha_RNA8628_R0	gene_747
Aech_RNA15267_R4	gene_748
Aech_RNA246_R0	gene_749
Sinv_RNA962_R0	gene_750
Sinv_RNA3044_R1	gene_750
Nvit_RNA516_R1	gene_750
Dqua_RNA16657_R1	gene_750
Sinv_RNA964_R0	gene_751
Dqua_RNA10998_R0	gene_751
Cbir_RNA6430_R4	gene_751
Sinv_RNA969_R0	gene_752
Sinv_RNA971_R1	gene_753
Sinv_RNA971_R0	gene_754
Cbir_RNA23848_R4	gene_754
Sinv_RNA972_R0	gene_755
Lhum_RNA12197_R2	gene_755
Sinv_RNA975_R0	gene_756
Sinv_RNA977_R0	gene_757
Sinv_RNA8848_R3	gene_757
Sinv_RNA978_R0	gene_758
Aech_RNA16701_R0	gene_758
Sinv_RNA8848_R4	gene_758
Sinv_RNA979_R0	gene_759
Lhum_RNA6851_R0	gene_760
Lhum_RNA574_R6	gene_761
Mpha_RNA1955_R6	gene_762
Sinv_RNA21102_R6	gene_763
Sinv_RNA14361_R2	gene_764
Sinv_RNA17988_R7	gene_765
Cbir_RNA117_R4	gene_766
Sinv_RNA9715_R2	gene_767
Sinv_RNA21965_R6	gene_768
Sinv_RNA990_R0	gene_769
Lhum_RNA44_R4	gene_770
Lhum_RNA2183_R7	gene_771
Sinv_RNA17012_R4	gene_772
Cbir_RNA2032_R3	gene_773
Cbir_RNA5385_R9	gene_774
Cbir_RNA14074_R5	gene_775
Sinv_RNA2161_R9	gene_776
Sinv_RNA991_R0	gene_777
Sinv_RNA994_R0	gene_778
Sinv_RNA992_R0	gene_779
Dmel_RNA32649_R0	gene_779
Sinv_RNA1000_R0	gene_780
Mpha_RNA8855_R0	gene_780
Aech_RNA21824_R0	gene_780
Dmel_RNA17985_R0	gene_780
Sinv_RNA1006_R0	gene_781
Sinv_RNA1004_R0	gene_781
Lhum_RNA11039_R0	gene_781
Sinv_RNA1007_R0	gene_782
Sinv_RNA21260_R7	gene_782
Aech_RNA894_R4	gene_782
Lhum_RNA15029_R2	gene_782
Lhum_RNA15030_R7	gene_782
Sinv_RNA1008_R0	gene_783
Mpha_RNA2248_R3	gene_784
Sinv_RNA1009_R0	gene_785
Sinv_RNA1012_R0	gene_786
Sinv_RNA1014_R0	gene_787
Sinv_RNA1015_R0	gene_788
Sinv_RNA1023_R0	gene_789
Lhum_RNA1328_R0	gene_790
Sinv_RNA1019_R0	gene_791
Aech_RNA13460_R0	gene_791
Sinv_RNA1028_R0	gene_792
Sinv_RNA1027_R0	gene_792
Mpha_RNA19717_R0	gene_792
Cbir_RNA10824_R1	gene_792
Sinv_RNA1029_R0	gene_793
Sinv_RNA1030_R0	gene_794
Sinv_RNA1031_R0	gene_794
Sinv_RNA1034_R0	gene_795
Sinv_RNA13516_R1	gene_796
Sinv_RNA1035_R0	gene_797
Mpha_RNA6347_R0	gene_798
Lhum_RNA3467_R4	gene_799
Sinv_RNA1038_R0	gene_800
Dqua_RNA19818_R4	gene_801
Lhum_RNA8210_R0	gene_802
Nvit_RNA25661_R8	gene_803
Mpha_RNA7970_R0	gene_804
Sinv_RNA4918_R4	gene_805
Sinv_RNA9937_R3	gene_806
Sinv_RNA1041_R0	gene_807
Sinv_RNA1040_R0	gene_808
Sinv_RNA1043_R0	gene_809
Nvit_RNA5857_R0	gene_810
Sinv_RNA1046_R0	gene_811
Sinv_RNA1047_R0	gene_812
Amel_RNA20666_R0	gene_813
Aech_RNA2498_R0	gene_814
Sinv_RNA16957_R2	gene_815
Sinv_RNA21276_R7	gene_816
Sinv_RNA1053_R0	gene_817
Sinv_RNA6953_R1	gene_818
Sinv_RNA1055_R0	gene_819
Sinv_RNA16882_R6	gene_820
Sinv_RNA1056_R0	gene_821
Sinv_RNA1057_R0	gene_822
Sinv_RNA1058_R0	gene_823
Lhum_RNA22437_R0	gene_824
Sinv_RNA1063_R0	gene_825
Sinv_RNA1064_R0	gene_826
Mpha_RNA550_R0	gene_826
Sinv_RNA1062_R0	gene_827
Nvit_RNA20082_R0	gene_827
Sinv_RNA1065_R0	gene_828
Sinv_RNA1066_R0	gene_828
Cbir_RNA23782_R0	gene_828
Mpha_RNA14174_R1	gene_829
Cbir_RNA23064_R1	gene_830
Sinv_RNA1069_R0	gene_831
Lhum_RNA20146_R9	gene_832
Cbir_RNA14149_R3	gene_833
Sinv_RNA1071_R0	gene_834
Cbir_RNA11797_R0	gene_834
Aech_RNA3838_R0	gene_834
Sinv_RNA1073_R0	gene_835
Mpha_RNA22696_R0	gene_836
Sinv_RNA1079_R0	gene_837
Sinv_RNA1083_R0	gene_838
Sinv_RNA1086_R0	gene_839
Sinv_RNA1099_R0	gene_840
Sinv_RNA1105_R0	gene_841
Mpha_RNA20363_R0	gene_841
Mpha_RNA20362_R0	gene_841
Sinv_RNA1107_R0	gene_842
Sinv_RNA1108_R0	gene_842
Sinv_RNA1109_R0	gene_843
Sinv_RNA1116_R0	gene_844
Amel_RNA14554_R1	gene_844
Dmel_RNA9793_R2	gene_844
Sinv_RNA1118_R0	gene_845
Sinv_RNA1121_R0	gene_846
Sinv_RNA1139_R0	gene_847
Sinv_RNA1144_R0	gene_848
Sinv_RNA1147_R0	gene_849
Amel_RNA2668_R0	gene_849
Lhum_RNA5591_R0	gene_850
Amel_RNA2671_R0	gene_850
Sinv_RNA1148_R0	gene_851
Cbir_RNA2924_R0	gene_851
Mpha_RNA21626_R0	gene_852
Sinv_RNA1151_R0	gene_852
Sinv_RNA1153_R0	gene_853
Sinv_RNA4243_R3	gene_853
Sinv_RNA11865_R3	gene_853
Sinv_RNA4244_R3	gene_853
Sinv_RNA4246_R1	gene_853
Sinv_RNA4245_R2	gene_853
Sinv_RNA326_R3	gene_853
Nvit_RNA9023_R6	gene_853
Sinv_RNA1154_R0	gene_854
Sinv_RNA1155_R0	gene_854
Aech_RNA3839_R0	gene_855
Sinv_RNA1074_R0	gene_856
Sinv_RNA1077_R0	gene_857
Mpha_RNA23323_R0	gene_857
Cbir_RNA18836_R0	gene_857
Amel_RNA10867_R0	gene_857
Sinv_RNA1080_R0	gene_858
Sinv_RNA1081_R0	gene_859
Cbir_RNA4910_R0	gene_859
Nvit_RNA1046_R0	gene_859
Sinv_RNA1082_R0	gene_860
Sinv_RNA1085_R0	gene_861
Dmel_RNA18214_R1	gene_861
Cbir_RNA21212_R0	gene_862
Sinv_RNA1088_R0	gene_862
Sinv_RNA1089_R0	gene_862
Dqua_RNA2130_R0	gene_862
Sinv_RNA1091_R0	gene_863
Sinv_RNA16950_R3	gene_863
Dqua_RNA2138_R0	gene_863
Sinv_RNA1087_R0	gene_864
Mpha_RNA21108_R0	gene_864
Sinv_RNA1093_R0	gene_865
Sinv_RNA1094_R0	gene_866
Lhum_RNA14196_R0	gene_867
Sinv_RNA1096_R0	gene_867
Sinv_RNA1095_R0	gene_867
Sinv_RNA1094_R1	gene_867
Nvit_RNA14412_R0	gene_867
Dqua_RNA23599_R0	gene_867
Sinv_RNA1098_R0	gene_868
Sinv_RNA1100_R0	gene_869
Aech_RNA7557_R0	gene_869
Sinv_RNA1102_R0	gene_870
Sinv_RNA1101_R0	gene_870
Sinv_RNA1104_R0	gene_871
Sinv_RNA1106_R0	gene_872
Sinv_RNA19231_R9	gene_873
Sinv_RNA3368_R9	gene_874
Sinv_RNA1111_R0	gene_875
Sinv_RNA1117_R0	gene_876
Sinv_RNA1120_R0	gene_877
Sinv_RNA1122_R0	gene_878
Sinv_RNA1123_R0	gene_879
Sinv_RNA1124_R0	gene_880
Sinv_RNA1125_R0	gene_880
Cbir_RNA18842_R0	gene_880
Sinv_RNA1143_R0	gene_881
Mpha_RNA20597_R0	gene_881
Sinv_RNA1149_R0	gene_882
Nvit_RNA25707_R8	gene_883
Sinv_RNA1152_R0	gene_884
Sinv_RNA1156_R0	gene_885
Sinv_RNA1158_R0	gene_886
Sinv_RNA1157_R0	gene_887
Dqua_RNA15760_R0	gene_888
Sinv_RNA1160_R0	gene_889
Mpha_RNA23567_R0	gene_889
Mpha_RNA5480_R0	gene_890
Amel_RNA6615_R1	gene_891
Sinv_RNA1165_R0	gene_892
Sinv_RNA1164_R0	gene_892
Sinv_RNA1166_R0	gene_893
Cbir_RNA13448_R0	gene_893
Sinv_RNA1178_R0	gene_894
Sinv_RNA1182_R0	gene_895
Sinv_RNA1185_R0	gene_896
Sinv_RNA1187_R0	gene_897
Sinv_RNA1162_R0	gene_898
Sinv_RNA1169_R0	gene_899
Sinv_RNA1168_R0	gene_899
Sinv_RNA1167_R0	gene_899
Sinv_RNA1171_R0	gene_900
Dqua_RNA15951_R0	gene_900
Sinv_RNA1174_R0	gene_901
Sinv_RNA1172_R0	gene_901
Sinv_RNA1175_R0	gene_902
Cbir_RNA13442_R0	gene_902
Sinv_RNA1176_R0	gene_903
Sinv_RNA1177_R0	gene_904
Sinv_RNA1179_R0	gene_905
Sinv_RNA1180_R0	gene_906
Sinv_RNA1181_R0	gene_907
Sinv_RNA1184_R0	gene_908
Dmel_RNA14747_R0	gene_908
Sinv_RNA1198_R0	gene_909
Sinv_RNA1195_R0	gene_909
Sinv_RNA1199_R0	gene_909
Sinv_RNA1196_R0	gene_909
Sinv_RNA1197_R0	gene_909
Aech_RNA6162_R0	gene_910
Sinv_RNA1200_R0	gene_911
Mpha_RNA23_R0	gene_911
Sinv_RNA1201_R0	gene_912
Sinv_RNA3369_R7	gene_913
Sinv_RNA1203_R0	gene_914
Dmel_RNA22142_R0	gene_914
Sinv_RNA1204_R0	gene_915
Sinv_RNA1209_R0	gene_916
Sinv_RNA1211_R0	gene_917
Sinv_RNA1212_R0	gene_918
Amel_RNA19172_R0	gene_918
Sinv_RNA1215_R0	gene_919
Sinv_RNA1214_R0	gene_920
Sinv_RNA1218_R0	gene_921
Aech_RNA14219_R0	gene_921
Sinv_RNA1223_R0	gene_922
Aech_RNA14215_R0	gene_923
Sinv_RNA1227_R0	gene_924
Cbir_RNA17651_R0	gene_924
Sinv_RNA1228_R0	gene_925
Sinv_RNA1230_R0	gene_926
Sinv_RNA1231_R0	gene_927
Sinv_RNA1238_R0	gene_928
Sinv_RNA1244_R0	gene_929
Sinv_RNA1245_R0	gene_930
Sinv_RNA1246_R0	gene_931
Sinv_RNA1249_R0	gene_932
Lhum_RNA17668_R0	gene_933
Sinv_RNA1206_R0	gene_933
Sinv_RNA1205_R0	gene_933
Mpha_RNA14752_R0	gene_933
Amel_RNA1284_R0	gene_933
Dmel_RNA5700_R0	gene_933
Sinv_RNA1208_R0	gene_934
Amel_RNA1313_R0	gene_934
Mpha_RNA5887_R0	gene_935
Sinv_RNA1217_R0	gene_936
Mpha_RNA3098_R0	gene_936
Aech_RNA14220_R0	gene_937
Sinv_RNA1221_R0	gene_938
Mpha_RNA3094_R0	gene_938
Nvit_RNA13362_R0	gene_938
Sinv_RNA1225_R0	gene_939
Sinv_RNA1229_R0	gene_940
Sinv_RNA1234_R0	gene_941
Sinv_RNA1237_R0	gene_942
Sinv_RNA1243_R0	gene_943
Sinv_RNA1247_R0	gene_944
Sinv_RNA1248_R0	gene_945
Lhum_RNA17630_R0	gene_945
Sinv_RNA1250_R0	gene_946
Nvit_RNA8442_R1	gene_947
Sinv_RNA1253_R0	gene_948
Sinv_RNA1255_R0	gene_949
Aech_RNA1503_R0	gene_949
Sinv_RNA1257_R0	gene_950
Lhum_RNA12278_R0	gene_950
Nvit_RNA723_R0	gene_950
Sinv_RNA13196_R1	gene_951
Mpha_RNA729_R9	gene_951
Sinv_RNA1264_R0	gene_952
Sinv_RNA1266_R0	gene_953
Sinv_RNA1270_R0	gene_954
Aech_RNA3100_R6	gene_954
Sinv_RNA1268_R0	gene_955
Sinv_RNA1269_R0	gene_956
Sinv_RNA1273_R0	gene_957
Amel_RNA25115_R0	gene_957
Amel_RNA25117_R0	gene_957
Sinv_RNA6651_R1	gene_958
Sinv_RNA1277_R0	gene_959
Sinv_RNA1278_R0	gene_960
Dqua_RNA22454_R1	gene_960
Sinv_RNA17811_R4	gene_960
Mpha_RNA8285_R2	gene_960
Cbir_RNA9449_R4	gene_960
Cbir_RNA9448_R3	gene_960
Sinv_RNA1287_R0	gene_961
Sinv_RNA1290_R0	gene_962
Sinv_RNA1295_R0	gene_963
Sinv_RNA1294_R0	gene_964
Amel_RNA814_R1	gene_964
Sinv_RNA1298_R0	gene_965
Sinv_RNA1300_R0	gene_966
Amel_RNA24968_R0	gene_966
Nvit_RNA3858_R0	gene_966
Sinv_RNA1302_R0	gene_967
Cbir_RNA25442_R1	gene_967
Sinv_RNA1310_R0	gene_968
Sinv_RNA12250_R2	gene_969
Sinv_RNA1258_R0	gene_970
Mpha_RNA11899_R0	gene_970
Sinv_RNA1260_R0	gene_971
Mpha_RNA18614_R0	gene_971
Aech_RNA8801_R0	gene_971
Sinv_RNA1259_R0	gene_971
Dmel_RNA26562_R4	gene_972
Amel_RNA19913_R6	gene_973
Cbir_RNA21888_R0	gene_974
Amel_RNA25125_R0	gene_975
Sinv_RNA1271_R0	gene_976
Sinv_RNA1272_R0	gene_977
Sinv_RNA1274_R0	gene_978
Sinv_RNA1275_R0	gene_978
Sinv_RNA1279_R0	gene_979
Sinv_RNA1286_R0	gene_980
Mpha_RNA14012_R7	gene_980
Dqua_RNA23599_R5	gene_980
Sinv_RNA1288_R0	gene_981
Mpha_RNA15882_R0	gene_982
Sinv_RNA1293_R0	gene_983
Sinv_RNA1291_R0	gene_984
Sinv_RNA15453_R6	gene_984
Sinv_RNA1292_R0	gene_985
Aech_RNA9752_R2	gene_985
Sinv_RNA17305_R2	gene_985
Mpha_RNA9867_R3	gene_985
Sinv_RNA15453_R9	gene_985
Sinv_RNA2252_R7	gene_985
Nvit_RNA13782_R2	gene_985
Dqua_RNA23024_R4	gene_985
Lhum_RNA211_R5	gene_986
Sinv_RNA1296_R0	gene_987
Mpha_RNA6035_R0	gene_988
Sinv_RNA1297_R0	gene_989
Mpha_RNA6032_R0	gene_989
Sinv_RNA1299_R0	gene_990
Sinv_RNA1303_R0	gene_991
Nvit_RNA17059_R0	gene_992
Sinv_RNA1305_R0	gene_993
Sinv_RNA1306_R0	gene_994
Sinv_RNA1307_R0	gene_994
Sinv_RNA1308_R0	gene_995
Sinv_RNA1309_R0	gene_996
Sinv_RNA1311_R0	gene_997
Mpha_RNA9363_R0	gene_997
Sinv_RNA1313_R0	gene_998
Sinv_RNA1314_R0	gene_999
Cbir_RNA417_R0	gene_999
Sinv_RNA1315_R0	gene_1000
Cbir_RNA419_R0	gene_1000
Sinv_RNA1317_R0	gene_1001
Cbir_RNA6532_R0	gene_1001
Sinv_RNA1322_R0	gene_1002
Sinv_RNA1319_R0	gene_1003
Sinv_RNA1321_R0	gene_1003
Sinv_RNA1323_R0	gene_1004
Sinv_RNA1324_R0	gene_1004
Dqua_RNA18854_R0	gene_1004
Dmel_RNA28490_R0	gene_1004
Nvit_RNA615_R0	gene_1004
Sinv_RNA17765_R2	gene_1005
Sinv_RNA16452_R1	gene_1005
Mpha_RNA1128_R2	gene_1006
Sinv_RNA15160_R6	gene_1007
Cbir_RNA25192_R1	gene_1008
Cbir_RNA25344_R3	gene_1009
Aech_RNA12315_R0	gene_1010
Mpha_RNA12158_R0	gene_1011
Sinv_RNA1339_R0	gene_1012
Sinv_RNA1331_R0	gene_1013
Sinv_RNA1334_R0	gene_1014
Sinv_RNA1333_R0	gene_1014
Aech_RNA12348_R0	gene_1014
Mpha_RNA9144_R0	gene_1015
Dmel_RNA13790_R0	gene_1016
Sinv_RNA19246_R6	gene_1017
Aech_RNA5632_R0	gene_1018
Sinv_RNA1341_R0	gene_1019
Sinv_RNA1344_R0	gene_1020
Sinv_RNA1340_R0	gene_1021
Lhum_RNA3233_R6	gene_1022
Sinv_RNA15589_R2	gene_1023
Dqua_RNA22392_R0	gene_1024
Sinv_RNA1343_R0	gene_1025
Sinv_RNA14373_R2	gene_1026
Sinv_RNA1351_R0	gene_1027
Sinv_RNA1352_R0	gene_1028
Sinv_RNA1357_R0	gene_1029
Sinv_RNA1360_R0	gene_1030
Amel_RNA28535_R0	gene_1030
Sinv_RNA1363_R0	gene_1031
Nvit_RNA14608_R0	gene_1031
Mpha_RNA8390_R0	gene_1032
Sinv_RNA1369_R0	gene_1033
Amel_RNA28532_R0	gene_1033
Sinv_RNA1382_R0	gene_1034
Sinv_RNA1383_R0	gene_1035
Amel_RNA22973_R0	gene_1035
Sinv_RNA6990_R1	gene_1036
Sinv_RNA1388_R0	gene_1037
Sinv_RNA1389_R0	gene_1038
Sinv_RNA1393_R0	gene_1039
Cbir_RNA24041_R0	gene_1039
Sinv_RNA1394_R0	gene_1040
Amel_RNA1600_R0	gene_1040
Aech_RNA2444_R2	gene_1041
Sinv_RNA1400_R0	gene_1042
Sinv_RNA1402_R0	gene_1043
Sinv_RNA1407_R0	gene_1044
Sinv_RNA1411_R0	gene_1045
Sinv_RNA1412_R0	gene_1046
Sinv_RNA1417_R0	gene_1047
Cbir_RNA14416_R0	gene_1047
Sinv_RNA1420_R0	gene_1048
Sinv_RNA1430_R0	gene_1049
Sinv_RNA1431_R0	gene_1049
Sinv_RNA1432_R0	gene_1049
Mpha_RNA19588_R0	gene_1049
Mpha_RNA19589_R0	gene_1049
Mpha_RNA19590_R0	gene_1049
Aech_RNA12088_R0	gene_1049
Amel_RNA13711_R0	gene_1049
Amel_RNA13712_R0	gene_1049
Sinv_RNA1434_R0	gene_1050
Cbir_RNA9643_R0	gene_1050
Sinv_RNA1435_R0	gene_1051
Sinv_RNA1438_R0	gene_1052
Amel_RNA13686_R0	gene_1052
Cbir_RNA9651_R0	gene_1052
Mpha_RNA12705_R0	gene_1053
Sinv_RNA1348_R0	gene_1053
Aech_RNA4387_R0	gene_1054
Sinv_RNA1358_R0	gene_1055
Sinv_RNA1361_R0	gene_1056
Amel_RNA2050_R0	gene_1056
Aech_RNA4368_R0	gene_1057
Sinv_RNA1368_R0	gene_1058
Lhum_RNA8264_R0	gene_1059
Lhum_RNA8265_R0	gene_1059
Amel_RNA22947_R0	gene_1059
Cbir_RNA22996_R0	gene_1059
Cbir_RNA22997_R0	gene_1059
Cbir_RNA22995_R0	gene_1059
Sinv_RNA1374_R0	gene_1060
Aech_RNA20185_R0	gene_1060
Sinv_RNA1376_R0	gene_1061
Sinv_RNA10514_R1	gene_1061
Mpha_RNA19612_R3	gene_1061
Aech_RNA21406_R2	gene_1061
Sinv_RNA1377_R0	gene_1062
Sinv_RNA1379_R0	gene_1063
Mpha_RNA2270_R0	gene_1063
Sinv_RNA1381_R0	gene_1064
Aech_RNA12136_R0	gene_1065
Sinv_RNA1384_R0	gene_1066
Cbir_RNA24040_R0	gene_1067
Amel_RNA22175_R0	gene_1067
Cbir_RNA21964_R0	gene_1068
Dmel_RNA29391_R0	gene_1069
Cbir_RNA25208_R0	gene_1069
Sinv_RNA1409_R0	gene_1070
Nvit_RNA23515_R0	gene_1070
Dmel_RNA21997_R0	gene_1070
Lhum_RNA19003_R0	gene_1071
Sinv_RNA1414_R0	gene_1072
Dqua_RNA12737_R0	gene_1072
Sinv_RNA1415_R0	gene_1073
Sinv_RNA1425_R0	gene_1074
Sinv_RNA1424_R0	gene_1074
