SINV_RNA2436_R0	gene_4
LHUM_RNA20264_R0	gene_763
CBIR_RNA22153_R0	gene_766
LNIG_RNA705_R0	gene_767
DMEL_RNA10507_R2	gene_769
NVIT_RNA24593_R1	gene_768
LNIG_RNA706_R0	gene_770
LNIG_RNA707_R0	gene_771
AECH_RNA21526_R0	gene_773
LNIG_RNA708_R0	gene_772
LNIG_RNA709_R0	gene_778
LHUM_RNA17850_R0	gene_779
MPHA_RNA1785_R0	gene_774
LHUM_RNA17847_R0	gene_775
LNIG_RNA712_R0	gene_780
LNIG_RNA713_R0	gene_776
LNIG_RNA714_R0	gene_781
LNIG_RNA715_R0	gene_777
LNIG_RNA716_R0	gene_782
NVIT_RNA23398_R0	gene_783
SINV_RNA3640_R0	gene_788
LHUM_RNA7920_R0	gene_784
LHUM_RNA7919_R0	gene_785
AECH_RNA13741_R0	gene_789
SINV_RNA15942_R0	gene_786
LHUM_RNA18027_R0	gene_787
LNIG_RNA722_R0	gene_790
AECH_RNA17007_R0	gene_792
LNIG_RNA723_R0	gene_791
LNIG_RNA724_R0	gene_794
LNIG_RNA725_R0	gene_793
LHUM_RNA3212_R0	gene_795
LNIG_RNA726_R0	gene_796
AECH_RNA8599_R0	gene_797
LNIG_RNA728_R0	gene_799
LNIG_RNA729_R0	gene_800
DMEL_RNA17529_R0	gene_798
LNIG_RNA730_R0	gene_801
DQUA_RNA18435_R0	gene_806
LNIG_RNA731_R0	gene_802
LNIG_RNA732_R0	gene_803
LNIG_RNA733_R0	gene_807
LNIG_RNA734_R0	gene_808
LNIG_RNA735_R0	gene_809
CBIR_RNA13165_R0	gene_804
LNIG_RNA736_R0	gene_805
LNIG_RNA737_R0	gene_810
LNIG_RNA738_R0	gene_813
SINV_RNA5661_R8	gene_811
LHUM_RNA13954_R0	gene_812
LNIG_RNA740_R0	gene_814
LHUM_RNA8955_R0	gene_815
AECH_RNA20448_R0	gene_816
LNIG_RNA741_R0	gene_817
LNIG_RNA742_R0	gene_822
LNIG_RNA743_R0	gene_818
LNIG_RNA744_R0	gene_823
SINV_RNA20508_R0	gene_819
LNIG_RNA746_R0	gene_824
LNIG_RNA747_R0	gene_820
CBIR_RNA22286_R0	gene_825
LNIG_RNA748_R0	gene_821
CBIR_RNA22287_R0	gene_826
SINV_RNA20502_R0	gene_827
LNIG_RNA750_R0	gene_828
AECH_RNA9792_R0	gene_829
AECH_RNA8262_R0	gene_830
LHUM_RNA8833_R0	gene_831
LHUM_RNA8830_R0	gene_832
CBIR_RNA7621_R0	gene_833
LNIG_RNA755_R0	gene_834
LNIG_RNA756_R0	gene_840
MPHA_RNA9609_R0	gene_835
LNIG_RNA757_R0	gene_836
LNIG_RNA758_R0	gene_837
LHUM_RNA23673_R0	gene_838
SINV_RNA10440_R0	gene_841
LNIG_RNA761_R0	gene_839
LNIG_RNA763_R0	gene_842
LHUM_RNA22236_R0	gene_843
LNIG_RNA766_R0	gene_844
LNIG_RNA767_R0	gene_845
MPHA_RNA5245_R0	gene_846
LNIG_RNA768_R0	gene_848
DMEL_RNA24262_R2	gene_847
MPHA_RNA22118_R0	gene_849
DMEL_RNA32837_R1	gene_850
LNIG_RNA769_R0	gene_851
LNIG_RNA770_R0	gene_854
MPHA_RNA15219_R0	gene_853
LNIG_RNA771_R0	gene_852
LNIG_RNA772_R0	gene_855
LNIG_RNA774_R0	gene_856
DMEL_RNA9797_R3	gene_857
LNIG_RNA775_R0	gene_865
LNIG_RNA776_R0	gene_858
CBIR_RNA3947_R0	gene_859
LNIG_RNA778_R0	gene_860
LNIG_RNA779_R0	gene_861
LHUM_RNA20403_R0	gene_862
DQUA_RNA19366_R0	gene_866
LHUM_RNA20399_R0	gene_867
LNIG_RNA782_R0	gene_863
LNIG_RNA783_R0	gene_868
LHUM_RNA20392_R0	gene_864
LNIG_RNA785_R0	gene_869
LNIG_RNA787_R0	gene_870
LNIG_RNA788_R0	gene_871
LNIG_RNA789_R0	gene_872
AECH_RNA15315_R0	gene_873
LNIG_RNA791_R0	gene_874
LHUM_RNA6187_R0	gene_875
LNIG_RNA793_R0	gene_877
LNIG_RNA794_R0	gene_876
LNIG_RNA795_R0	gene_878
LNIG_RNA796_R0	gene_880
AECH_RNA18571_R0	gene_879
LHUM_RNA4343_R0	gene_881
LNIG_RNA801_R0	gene_882
SINV_RNA2171_R0	gene_885
LNIG_RNA802_R0	gene_883
LNIG_RNA803_R0	gene_886
LNIG_RNA804_R0	gene_884
CBIR_RNA10161_R0	gene_887
LNIG_RNA807_R0	gene_888
LNIG_RNA808_R0	gene_889
LNIG_RNA809_R0	gene_890
LNIG_RNA810_R0	gene_891
LNIG_RNA811_R0	gene_892
LHUM_RNA21396_R0	gene_893
LNIG_RNA812_R0	gene_894
LNIG_RNA813_R0	gene_895
LNIG_RNA814_R0	gene_900
LNIG_RNA815_R0	gene_896
LNIG_RNA816_R0	gene_897
LHUM_RNA12248_R0	gene_901
CBIR_RNA11321_R0	gene_898
LNIG_RNA817_R0	gene_899
CBIR_RNA11895_R0	gene_903
SINV_RNA8769_R0	gene_902
CBIR_RNA11888_R0	gene_904
CBIR_RNA13002_R0	gene_905
MPHA_RNA6917_R0	gene_906
MPHA_RNA6915_R0	gene_909
DQUA_RNA5858_R0	gene_907
LNIG_RNA822_R0	gene_910
LNIG_RNA823_R0	gene_911
AECH_RNA20592_R0	gene_908
LNIG_RNA825_R0	gene_912
LNIG_RNA826_R0	gene_913
LNIG_RNA827_R0	gene_914
LNIG_RNA828_R0	gene_915
LNIG_RNA829_R0	gene_922
AECH_RNA18614_R0	gene_916
AECH_RNA18615_R0	gene_917
LHUM_RNA5098_R0	gene_918
SINV_RNA19508_R0	gene_919
LNIG_RNA835_R0	gene_920
LNIG_RNA836_R0	gene_921
LNIG_RNA837_R0	gene_923
LNIG_RNA838_R0	gene_924
LNIG_RNA839_R0	gene_925
LNIG_RNA840_R0	gene_926
LNIG_RNA841_R0	gene_927
LHUM_RNA5129_R0	gene_929
LNIG_RNA844_R0	gene_928
LNIG_RNA845_R0	gene_930
MPHA_RNA1342_R0	gene_933
LHUM_RNA20131_R0	gene_931
LNIG_RNA848_R0	gene_934
MPHA_RNA7177_R0	gene_932
CBIR_RNA11293_R0	gene_935
LNIG_RNA851_R0	gene_936
LNIG_RNA852_R0	gene_937
LNIG_RNA853_R0	gene_938
CBIR_RNA10651_R0	gene_939
MPHA_RNA5198_R0	gene_940
LNIG_RNA858_R0	gene_941
LHUM_RNA23233_R0	gene_942
LNIG_RNA861_R0	gene_943
AECH_RNA20046_R0	gene_944
DMEL_RNA18219_R2	gene_945
AECH_RNA2684_R0	gene_949
LNIG_RNA863_R0	gene_950
AECH_RNA2691_R0	gene_946
LNIG_RNA864_R0	gene_947
LNIG_RNA865_R0	gene_948
CBIR_RNA13236_R0	gene_951
LHUM_RNA7531_R0	gene_954
LNIG_RNA866_R0	gene_952
LNIG_RNA867_R0	gene_953
LNIG_RNA868_R0	gene_959
LHUM_RNA19063_R0	gene_956
LNIG_RNA869_R0	gene_955
LNIG_RNA870_R0	gene_960
LNIG_RNA871_R0	gene_958
LNIG_RNA872_R0	gene_957
LNIG_RNA873_R0	gene_961
LNIG_RNA874_R0	gene_962
SINV_RNA7546_R0	gene_963
LNIG_RNA875_R0	gene_964
LNIG_RNA876_R0	gene_965
LNIG_RNA877_R0	gene_966
LHUM_RNA4886_R0	gene_967
LNIG_RNA879_R0	gene_968
LNIG_RNA880_R0	gene_969
LNIG_RNA881_R0	gene_970
DMEL_RNA15112_R1	gene_971
LNIG_RNA882_R0	gene_972
MPHA_RNA13562_R0	gene_973
CBIR_RNA8339_R0	gene_974
AECH_RNA11583_R0	gene_975
LNIG_RNA885_R0	gene_976
NVIT_RNA17374_R4	gene_977
LNIG_RNA886_R0	gene_978
LNIG_RNA887_R0	gene_979
LNIG_RNA888_R0	gene_980
LHUM_RNA15557_R0	gene_981
LNIG_RNA891_R0	gene_982
LNIG_RNA892_R0	gene_983
MPHA_RNA19773_R0	gene_984
LNIG_RNA894_R0	gene_985
LHUM_RNA13782_R0	gene_986
LNIG_RNA896_R0	gene_987
LNIG_RNA897_R0	gene_990
LNIG_RNA898_R0	gene_988
LNIG_RNA899_R0	gene_989
LNIG_RNA900_R0	gene_991
LNIG_RNA901_R0	gene_992
AMEL_RNA28664_R0	gene_993
NVIT_RNA18351_R0	gene_994
LNIG_RNA903_R0	gene_995
AECH_RNA15559_R0	gene_996
LNIG_RNA904_R0	gene_997
LNIG_RNA11956_R9	gene_998
LNIG_RNA905_R0	gene_999
LNIG_RNA906_R0	gene_1002
LNIG_RNA907_R0	gene_1000
SINV_RNA2412_R0	gene_1001
MPHA_RNA6968_R0	gene_1003
LNIG_RNA909_R0	gene_1004
LNIG_RNA910_R0	gene_1005
LNIG_RNA911_R0	gene_1006
SINV_RNA7888_R0	gene_1007
MPHA_RNA17825_R0	gene_1008
MPHA_RNA775_R0	gene_1009
SINV_RNA6945_R0	gene_1010
DQUA_RNA4169_R0	gene_1011
LHUM_RNA19463_R0	gene_1019
MPHA_RNA14913_R0	gene_1012
CBIR_RNA20233_R0	gene_1017
LNIG_RNA919_R0	gene_1013
LHUM_RNA19457_R0	gene_1014
LHUM_RNA19456_R0	gene_1015
LHUM_RNA19455_R0	gene_1018
LHUM_RNA19458_R0	gene_1016
MPHA_RNA21440_R0	gene_1021
SINV_RNA16067_R0	gene_1022
LHUM_RNA21738_R0	gene_1020
CBIR_RNA11409_R0	gene_1023
LNIG_RNA926_R0	gene_1025
AECH_RNA9825_R0	gene_1024
LNIG_RNA927_R0	gene_1026
LNIG_RNA928_R0	gene_1027
NVIT_RNA11816_R0	gene_1028
LNIG_RNA930_R0	gene_1029
MPHA_RNA12279_R0	gene_1030
CBIR_RNA6171_R0	gene_1031
SINV_RNA1687_R0	gene_1032
MPHA_RNA19095_R0	gene_1033
LHUM_RNA2829_R0	gene_1034
LNIG_RNA1674_R2	gene_1035
LNIG_RNA937_R0	gene_1042
AECH_RNA13974_R0	gene_1036
AMEL_RNA16013_R0	gene_1037
LNIG_RNA1013_R0	gene_1043
CBIR_RNA6938_R1	gene_1039
LNIG_RNA941_R0	gene_1038
LNIG_RNA942_R0	gene_1044
LNIG_RNA943_R0	gene_1045
LNIG_RNA1017_R0	gene_1040
LNIG_RNA1018_R0	gene_1041
LNIG_RNA946_R1	gene_1046
LNIG_RNA947_R0	gene_1048
LNIG_RNA948_R0	gene_1049
LNIG_RNA949_R0	gene_1050
LNIG_RNA950_R0	gene_1051
LNIG_RNA951_R0	gene_1047
LNIG_RNA956_R1	gene_1056
LNIG_RNA957_R0	gene_1052
LNIG_RNA958_R1	gene_1057
LNIG_RNA959_R0	gene_1053
LNIG_RNA956_R0	gene_1058
LNIG_RNA957_R1	gene_1054
LNIG_RNA958_R0	gene_1059
LNIG_RNA959_R1	gene_1055
LNIG_RNA960_R0	gene_1061
LNIG_RNA961_R0	gene_1060
MPHA_RNA10522_R0	gene_1062
LNIG_RNA962_R0	gene_1063
LNIG_RNA963_R0	gene_1064
DQUA_RNA7795_R0	gene_1065
LNIG_RNA964_R0	gene_1066
LHUM_RNA18402_R0	gene_1070
SINV_RNA4402_R0	gene_1068
LHUM_RNA18400_R0	gene_1067
DQUA_RNA7786_R0	gene_1069
LNIG_RNA969_R0	gene_1076
DQUA_RNA11566_R0	gene_1071
SINV_RNA7469_R4	gene_1077
LNIG_RNA971_R0	gene_1072
MPHA_RNA17477_R0	gene_1073
LNIG_RNA972_R0	gene_1078
LNIG_RNA973_R0	gene_1074
LNIG_RNA974_R0	gene_1079
LNIG_RNA975_R0	gene_1075
SINV_RNA7661_R0	gene_1080
AECH_RNA550_R4	gene_1081
LNIG_RNA976_R0	gene_1082
LNIG_RNA977_R0	gene_1083
SINV_RNA12520_R0	gene_1084
AECH_RNA5928_R0	gene_1085
LHUM_RNA19309_R0	gene_1086
AECH_RNA4875_R0	gene_1088
LNIG_RNA981_R0	gene_1089
LNIG_RNA982_R0	gene_1087
LNIG_RNA983_R0	gene_1090
LNIG_RNA984_R0	gene_1094
LNIG_RNA985_R0	gene_1091
LNIG_RNA986_R0	gene_1095
LNIG_RNA987_R0	gene_1093
LNIG_RNA988_R0	gene_1096
LHUM_RNA6434_R0	gene_1097
LNIG_RNA989_R0	gene_1092
LNIG_RNA991_R0	gene_1098
LNIG_RNA992_R0	gene_1100
LNIG_RNA993_R0	gene_1099
LNIG_RNA994_R0	gene_1102
LNIG_RNA995_R0	gene_1101
AECH_RNA1584_R0	gene_1103
LNIG_RNA996_R0	gene_1104
AECH_RNA5973_R0	gene_1105
LNIG_RNA998_R0	gene_1106
MPHA_RNA4164_R0	gene_1109
SINV_RNA14579_R0	gene_1110
MPHA_RNA21166_R0	gene_1107
AECH_RNA13192_R0	gene_1111
CBIR_RNA14543_R0	gene_1112
LNIG_RNA1002_R0	gene_1108
LHUM_RNA13758_R0	gene_1113
MPHA_RNA12684_R0	gene_1116
LNIG_RNA1005_R0	gene_1115
LNIG_RNA1006_R0	gene_1114
MPHA_RNA12693_R0	gene_1117
LNIG_RNA1007_R0	gene_1118
LNIG_RNA937_R1	gene_1125
AECH_RNA13974_R1	gene_1119
AMEL_RNA16013_R1	gene_1120
LNIG_RNA1013_R1	gene_1126
CBIR_RNA6938_R2	gene_1122
LNIG_RNA941_R1	gene_1121
LNIG_RNA942_R1	gene_1127
LNIG_RNA943_R1	gene_1128
LNIG_RNA1017_R1	gene_1123
LNIG_RNA1018_R1	gene_1124
LNIG_RNA946_R0	gene_1129
AMEL_RNA3371_R0	gene_1130
MPHA_RNA133_R0	gene_1132
LHUM_RNA22242_R0	gene_1131
MPHA_RNA17298_R0	gene_1133
SINV_RNA17978_R0	gene_1134
AECH_RNA17459_R0	gene_1135
SINV_RNA465_R0	gene_1137
LHUM_RNA5829_R0	gene_1136
LNIG_RNA1024_R0	gene_1138
NVIT_RNA6036_R0	gene_1139
LNIG_RNA1025_R0	gene_1140
CBIR_RNA16040_R0	gene_1141
SINV_RNA4521_R0	gene_1142
CBIR_RNA24840_R0	gene_1143
LNIG_RNA1029_R0	gene_1145
LNIG_RNA1030_R0	gene_1144
LNIG_RNA1031_R0	gene_1146
MPHA_RNA9784_R0	gene_1147
AECH_RNA10076_R0	gene_1148
DQUA_RNA12221_R0	gene_1155
LHUM_RNA22202_R0	gene_1149
MPHA_RNA16765_R0	gene_1150
LNIG_RNA1038_R0	gene_1151
LNIG_RNA1039_R0	gene_1156
LNIG_RNA1040_R0	gene_1152
CBIR_RNA3887_R0	gene_1157
LNIG_RNA1042_R0	gene_1153
AMEL_RNA10847_R0	gene_1154
LNIG_RNA1044_R0	gene_1158
LHUM_RNA22214_R0	gene_1159
AECH_RNA12950_R0	gene_1160
LNIG_RNA1046_R0	gene_1161
LHUM_RNA10712_R0	gene_1163
LNIG_RNA1048_R0	gene_1165
LNIG_RNA1049_R0	gene_1166
SINV_RNA15387_R0	gene_1162
LNIG_RNA1051_R0	gene_1167
LNIG_RNA1052_R0	gene_1164
LNIG_RNA1054_R0	gene_1168
LNIG_RNA1055_R0	gene_1169
LNIG_RNA1056_R0	gene_1170
LNIG_RNA1057_R0	gene_1171
LNIG_RNA1058_R0	gene_1172
LNIG_RNA1059_R0	gene_1174
MPHA_RNA10470_R0	gene_1173
DMEL_RNA16036_R0	gene_1176
LNIG_RNA1060_R0	gene_1175
LNIG_RNA1061_R0	gene_1177
LNIG_RNA1062_R0	gene_1178
LHUM_RNA11276_R0	gene_1179
LNIG_RNA1064_R0	gene_1180
DMEL_RNA7920_R3	gene_1182
LNIG_RNA1065_R0	gene_1181
LNIG_RNA1066_R0	gene_1184
LNIG_RNA1067_R0	gene_1183
LNIG_RNA1068_R0	gene_1186
LNIG_RNA1069_R0	gene_1185
NVIT_RNA12729_R0	gene_1187
DQUA_RNA3372_R0	gene_1188
LNIG_RNA1070_R0	gene_1193
LNIG_RNA1071_R0	gene_1189
LNIG_RNA1072_R0	gene_1194
LNIG_RNA1073_R0	gene_1191
LNIG_RNA1074_R0	gene_1195
CBIR_RNA4877_R6	gene_1196
LNIG_RNA1075_R0	gene_1190
LNIG_RNA1076_R0	gene_1197
NVIT_RNA23474_R0	gene_1192
LNIG_RNA1077_R0	gene_1198
LNIG_RNA1078_R0	gene_1199
LNIG_RNA1079_R0	gene_1200
LNIG_RNA1080_R0	gene_1204
AECH_RNA5330_R0	gene_1201
AECH_RNA5333_R0	gene_1205
DQUA_RNA9353_R0	gene_1206
LNIG_RNA1084_R0	gene_1207
LNIG_RNA1085_R0	gene_1202
AECH_RNA5341_R0	gene_1208
LNIG_RNA1087_R0	gene_1203
LNIG_RNA1088_R0	gene_1209
MPHA_RNA23642_R7	gene_1210
LNIG_RNA1089_R0	gene_1211
LNIG_RNA1090_R0	gene_1212
MPHA_RNA17157_R0	gene_1213
SINV_RNA14488_R0	gene_1214
CBIR_RNA23938_R0	gene_1215
LNIG_RNA1093_R0	gene_1216
LNIG_RNA1094_R0	gene_1218
LNIG_RNA1095_R0	gene_1219
LNIG_RNA1096_R0	gene_1220
LNIG_RNA1097_R0	gene_1221
MPHA_RNA4514_R0	gene_1217
CBIR_RNA24012_R0	gene_1222
LNIG_RNA1101_R0	gene_1224
LNIG_RNA1102_R0	gene_1223
LNIG_RNA1103_R0	gene_1227
LNIG_RNA1104_R0	gene_1225
LNIG_RNA1105_R0	gene_1228
CBIR_RNA19122_R0	gene_1229
LNIG_RNA1106_R0	gene_1226
LNIG_RNA1107_R0	gene_1230
LNIG_RNA1108_R0	gene_1231
CBIR_RNA7776_R0	gene_1232
CBIR_RNA10938_R0	gene_1233
LNIG_RNA1111_R0	gene_1234
LNIG_RNA1114_R0	gene_1235
LNIG_RNA1115_R0	gene_1239
LNIG_RNA1116_R0	gene_1236
LNIG_RNA1117_R0	gene_1240
LNIG_RNA1118_R0	gene_1241
AECH_RNA11593_R0	gene_1242
MPHA_RNA7698_R0	gene_1237
LNIG_RNA1122_R0	gene_1243
LNIG_RNA1123_R0	gene_1238
AECH_RNA3829_R0	gene_1245
LNIG_RNA1124_R0	gene_1244
LNIG_RNA1125_R0	gene_1246
CBIR_RNA8161_R0	gene_1247
MPHA_RNA7190_R0	gene_1250
LNIG_RNA1128_R0	gene_1249
LNIG_RNA1129_R0	gene_1248
DQUA_RNA112_R0	gene_1251
LNIG_RNA1132_R0	gene_1255
LNIG_RNA1133_R0	gene_1256
LNIG_RNA1134_R0	gene_1257
LNIG_RNA1135_R0	gene_1252
LNIG_RNA1136_R0	gene_1253
LNIG_RNA1137_R0	gene_1259
SINV_RNA7243_R0	gene_1254
LNIG_RNA1139_R0	gene_1258
LNIG_RNA1140_R0	gene_1262
LNIG_RNA1141_R0	gene_1260
LNIG_RNA1142_R0	gene_1261
CBIR_RNA22904_R0	gene_1263
LNIG_RNA1144_R0	gene_1264
NVIT_RNA7719_R0	gene_1265
CBIR_RNA7295_R0	gene_1266
LHUM_RNA7362_R0	gene_1267
LNIG_RNA1149_R0	gene_1268
AECH_RNA3523_R0	gene_1269
DQUA_RNA979_R0	gene_1270
SINV_RNA4397_R4	gene_1271
LHUM_RNA7956_R0	gene_1272
DMEL_RNA15489_R0	gene_1274
AECH_RNA13937_R0	gene_1273
AECH_RNA20159_R0	gene_1275
LNIG_RNA1154_R0	gene_1280
LNIG_RNA1155_R0	gene_1281
LNIG_RNA1156_R0	gene_1276
LNIG_RNA1157_R0	gene_1277
MPHA_RNA4115_R0	gene_1282
LNIG_RNA1159_R0	gene_1278
LNIG_RNA1160_R0	gene_1283
CBIR_RNA20578_R0	gene_1284
LHUM_RNA12171_R1	gene_1285
MPHA_RNA11175_R0	gene_1279
LNIG_RNA1164_R0	gene_1287
LNIG_RNA1165_R0	gene_1286
LNIG_RNA1166_R0	gene_1288
CBIR_RNA2121_R0	gene_1289
LHUM_RNA1402_R0	gene_1290
LNIG_RNA1168_R0	gene_1291
LNIG_RNA1169_R0	gene_1292
CBIR_RNA12985_R0	gene_1293
LNIG_RNA1171_R0	gene_1297
LHUM_RNA17657_R0	gene_1294
AECH_RNA14216_R0	gene_1298
LNIG_RNA1173_R0	gene_1295
LNIG_RNA1174_R0	gene_1299
LNIG_RNA1175_R0	gene_1296
MPHA_RNA10226_R0	gene_1301
AECH_RNA1210_R0	gene_1302
DQUA_RNA16844_R0	gene_1300
LHUM_RNA1062_R0	gene_1305
LNIG_RNA1181_R0	gene_1306
LNIG_RNA1182_R0	gene_1303
LHUM_RNA1057_R0	gene_1304
LNIG_RNA1185_R0	gene_1307
LNIG_RNA1186_R0	gene_1308
CBIR_RNA24260_R0	gene_1310
SINV_RNA3352_R0	gene_1309
LNIG_RNA1190_R0	gene_1311
LNIG_RNA1191_R0	gene_1315
LNIG_RNA1192_R0	gene_1312
LNIG_RNA1193_R0	gene_1316
LNIG_RNA1194_R0	gene_1313
LNIG_RNA1195_R0	gene_1314
LNIG_RNA1196_R0	gene_1317
LHUM_RNA15_R0	gene_1319
LNIG_RNA1197_R0	gene_1318
LNIG_RNA1198_R0	gene_1320
LNIG_RNA1199_R0	gene_1321
AECH_RNA19480_R0	gene_1322
CBIR_RNA7866_R0	gene_1323
LNIG_RNA1202_R0	gene_1324
CBIR_RNA10588_R0	gene_1325
LNIG_RNA1204_R0	gene_1326
LNIG_RNA1205_R0	gene_1328
LNIG_RNA1206_R0	gene_1327
LNIG_RNA1207_R0	gene_1329
LNIG_RNA1208_R0	gene_1333
AECH_RNA6162_R0	gene_1334
AECH_RNA6159_R0	gene_1332
LNIG_RNA1210_R0	gene_1335
LNIG_RNA1211_R0	gene_1336
LNIG_RNA1212_R0	gene_1331
LNIG_RNA1213_R0	gene_1330
LNIG_RNA1215_R0	gene_1337
LNIG_RNA1216_R0	gene_1338
AMEL_RNA13352_R0	gene_1339
LNIG_RNA1217_R0	gene_1340
AECH_RNA844_R0	gene_1345
MPHA_RNA568_R0	gene_1346
LNIG_RNA1220_R0	gene_1341
LNIG_RNA1221_R0	gene_1342
LNIG_RNA1222_R0	gene_1343
LNIG_RNA1223_R0	gene_1344
AECH_RNA13948_R0	gene_1347
LNIG_RNA1224_R0	gene_1348
LNIG_RNA1225_R0	gene_1351
LNIG_RNA1226_R0	gene_1352
LNIG_RNA1227_R0	gene_1349
LNIG_RNA1228_R0	gene_1350
LNIG_RNA1229_R0	gene_1353
AECH_RNA15438_R0	gene_1356
LNIG_RNA1231_R0	gene_1357
LNIG_RNA1232_R0	gene_1354
LNIG_RNA1233_R0	gene_1355
SINV_RNA17833_R0	gene_1358
LNIG_RNA1234_R0	gene_1359
LNIG_RNA1235_R0	gene_1360
LNIG_RNA1236_R0	gene_1361
LNIG_RNA1237_R0	gene_1362
LNIG_RNA1238_R0	gene_1363
LNIG_RNA1239_R0	gene_1364
LNIG_RNA1240_R0	gene_1365
LNIG_RNA1241_R0	gene_1366
LNIG_RNA1242_R0	gene_1367
LNIG_RNA1243_R0	gene_1370
LNIG_RNA1244_R0	gene_1371
LNIG_RNA1245_R0	gene_1372
LNIG_RNA1246_R0	gene_1368
LNIG_RNA1247_R0	gene_1369
MPHA_RNA21532_R1	gene_1373
LNIG_RNA1249_R0	gene_1374
LNIG_RNA1250_R0	gene_1380
LNIG_RNA1251_R0	gene_1375
LNIG_RNA11022_R1	gene_1379
LNIG_RNA1255_R0	gene_1382
LNIG_RNA1252_R0	gene_1384
LNIG_RNA1253_R0	gene_1383
LNIG_RNA1254_R0	gene_1381
LNIG_RNA1259_R0	gene_1376
LHUM_RNA13662_R0	gene_1385
LNIG_RNA1261_R0	gene_1377
LNIG_RNA1262_R0	gene_1386
LNIG_RNA1263_R0	gene_1378
MPHA_RNA9721_R0	gene_1387
LNIG_RNA7280_R2	gene_1388
LNIG_RNA1266_R0	gene_1391
LNIG_RNA1267_R0	gene_1389
LNIG_RNA1268_R0	gene_1392
LNIG_RNA1269_R0	gene_1390
LNIG_RNA1270_R0	gene_1393
DMEL_RNA23507_R0	gene_1394
AECH_RNA9762_R0	gene_1396
MPHA_RNA20825_R0	gene_1395
LNIG_RNA1274_R0	gene_1397
LNIG_RNA1275_R0	gene_1398
LNIG_RNA1276_R0	gene_1401
LHUM_RNA12337_R0	gene_1402
MPHA_RNA15140_R0	gene_1399
MPHA_RNA15143_R0	gene_1400
LNIG_RNA1277_R0	gene_1403
LNIG_RNA1278_R0	gene_1404
LNIG_RNA1279_R0	gene_1405
LNIG_RNA1280_R0	gene_1406
LNIG_RNA1281_R0	gene_1407
CBIR_RNA8753_R0	gene_1412
LHUM_RNA10436_R0	gene_1408
MPHA_RNA3180_R0	gene_1413
MPHA_RNA14635_R0	gene_1409
SINV_RNA8929_R0	gene_1410
LNIG_RNA1285_R0	gene_1411
LNIG_RNA1286_R0	gene_1414
LHUM_RNA8224_R5	gene_1415
LNIG_RNA1287_R0	gene_1416
LNIG_RNA1288_R0	gene_1418
LNIG_RNA1289_R0	gene_1419
MPHA_RNA9978_R0	gene_1420
LHUM_RNA3298_R0	gene_1417
LNIG_RNA1291_R0	gene_1421
MPHA_RNA22854_R0	gene_1422
LNIG_RNA1293_R0	gene_1424
LHUM_RNA19292_R0	gene_1423
LNIG_RNA1295_R0	gene_1425
AMEL_RNA23257_R0	gene_1426
LNIG_RNA1296_R0	gene_1427
LNIG_RNA1297_R0	gene_1431
AMEL_RNA6986_R0	gene_1428
LHUM_RNA13618_R0	gene_1432
LNIG_RNA1299_R0	gene_1429
LNIG_RNA1300_R0	gene_1430
LHUM_RNA21266_R0	gene_1436
LNIG_RNA1302_R0	gene_1433
LNIG_RNA1303_R0	gene_1434
AECH_RNA16090_R0	gene_1435
AECH_RNA511_R0	gene_1437
SINV_RNA5602_R0	gene_1440
LHUM_RNA20119_R0	gene_1438
LNIG_RNA1307_R0	gene_1439
LHUM_RNA15310_R0	gene_1442
LNIG_RNA1309_R0	gene_1441
LNIG_RNA1310_R0	gene_1443
LHUM_RNA15318_R0	gene_1444
LHUM_RNA20801_R0	gene_1445
MPHA_RNA12461_R0	gene_1446
LNIG_RNA1314_R0	gene_1447
AECH_RNA9183_R0	gene_1448
CBIR_RNA9497_R0	gene_1449
DQUA_RNA18712_R0	gene_1450
LNIG_RNA1318_R0	gene_1451
LNIG_RNA1319_R0	gene_1452
LNIG_RNA1320_R0	gene_1454
AECH_RNA11358_R0	gene_1453
LNIG_RNA1323_R0	gene_1455
DMEL_RNA11301_R1	gene_1456
LNIG_RNA1324_R0	gene_1457
LNIG_RNA1325_R0	gene_1459
LHUM_RNA7068_R0	gene_1458
LNIG_RNA1327_R0	gene_1460
DMEL_RNA14408_R6	gene_1461
CBIR_RNA10657_R0	gene_1462
LNIG_RNA1329_R0	gene_1464
LNIG_RNA1330_R0	gene_1463
DMEL_RNA22891_R5	gene_1465
LNIG_RNA1331_R0	gene_1466
CBIR_RNA11847_R0	gene_1468
LNIG_RNA1334_R0	gene_1467
DQUA_RNA2399_R0	gene_1469
SINV_RNA3203_R0	gene_1471
LNIG_RNA1336_R0	gene_1470
CBIR_RNA23899_R0	gene_1472
LNIG_RNA1338_R0	gene_1473
LNIG_RNA1339_R0	gene_1474
MPHA_RNA12482_R0	gene_1476
LNIG_RNA1340_R0	gene_1475
CBIR_RNA1010_R1	gene_1477
MPHA_RNA7346_R0	gene_1478
MPHA_RNA7345_R0	gene_1480
DMEL_RNA11159_R3	gene_1479
CBIR_RNA3554_R0	gene_1481
MPHA_RNA20274_R0	gene_1482
LNIG_RNA1343_R0	gene_1483
LHUM_RNA18332_R0	gene_1484
MPHA_RNA17710_R0	gene_1487
LNIG_RNA1345_R0	gene_1485
SINV_RNA15398_R0	gene_1486
LNIG_RNA1346_R0	gene_1488
LHUM_RNA1539_R0	gene_1492
